Altitude (m)	Latitude	Longitude	WindF (m/s)	T (¡ÆC)	Dir (¡Æ)	RH	Distance (km)	Time (s)	
+00192.800003	+35.845047	+128.625259	+02.042914	+17.870001	124.2	078.699997	+00.000000	24	
+00201.270004	+35.845074	+128.625290	+02.012529	+17.820000	126.8	079.099998	+00.000000	25	
+00207.250000	+35.845135	+128.625229	+01.998882	+17.740000	128.4	079.199997	+00.000000	26	
+00211.039993	+35.845184	+128.625137	+02.003973	+17.690001	129.5	079.500000	+00.000000	27	
+00219.399994	+35.845226	+128.625092	+02.062315	+17.660000	130.1	080.000000	+00.000000	28	
+00226.089996	+35.845234	+128.625122	+02.072663	+17.610001	128.7	080.199997	+00.000000	29	
+00233.179993	+35.845215	+128.625183	+02.097030	+17.500000	127.0	080.300003	+00.000000	30	
+00243.009995	+35.845200	+128.625153	+02.136835	+17.420000	125.3	080.500000	+00.000000	31	
+00248.119995	+35.845215	+128.625061	+02.195604	+17.340000	124.9	080.800003	+00.000000	32	
+00254.880005	+35.845287	+128.625000	+02.239988	+17.320000	124.6	081.300003	+00.000000	33	
+00261.100006	+35.845337	+128.625046	+02.310211	+17.240000	123.4	081.599998	+00.000000	34	
+00265.880005	+35.845318	+128.625107	+02.411023	+17.209999	120.8	082.099998	+00.000000	35	
+00273.635010	+35.845280	+128.625061	+02.532493	+17.119999	118.6	082.149994	+00.000000	36	
+00281.390015	+35.845242	+128.625000	+02.641358	+17.030001	116.4	082.199997	+00.000000	37	
+00285.529999	+35.845303	+128.624954	+02.715153	+16.950001	114.1	082.099998	+00.000000	38	
+00292.989990	+35.845333	+128.624969	+02.779943	+16.840000	111.4	082.300003	+00.000000	39	
+00298.410004	+35.845295	+128.624985	+02.854141	+16.790001	108.9	082.000000	+00.000000	40	
+00305.049988	+35.845261	+128.624954	+02.957677	+16.709999	106.7	082.300003	+00.000000	41	
+00311.000000	+35.845268	+128.624939	+03.052120	+16.690001	105.0	081.699997	+00.000000	42	
+00318.760010	+35.845276	+128.624954	+03.128924	+16.580000	101.8	081.699997	+00.000000	43	
+00328.779999	+35.845268	+128.624939	+03.244391	+16.480000	098.0	081.500000	+00.000000	44	
+00335.320007	+35.845253	+128.624863	+03.365981	+16.430000	094.5	081.599998	+00.000000	45	
+00343.660004	+35.845268	+128.624756	+03.478900	+16.350000	091.5	082.199997	+00.000000	46	
+00352.239990	+35.845295	+128.624741	+03.584307	+16.270000	088.5	082.900002	+00.000000	47	
+00357.739990	+35.845276	+128.624741	+03.708737	+16.219999	085.8	083.199997	+00.000000	48	
+00365.790009	+35.845261	+128.624680	+03.882094	+16.120001	084.0	083.199997	+00.000000	49	
+00369.450012	+35.845299	+128.624573	+04.018639	+16.059999	082.5	083.500000	+00.000000	50	
+00375.579987	+35.845387	+128.624527	+04.151539	+16.040001	081.4	083.400002	+00.000000	51	
+00383.220001	+35.845394	+128.624512	+04.245115	+15.990000	080.4	083.699997	+00.000000	52	
+00386.920013	+35.845329	+128.624481	+04.374102	+15.910000	079.4	084.000000	+00.000000	53	
+00393.149994	+35.845276	+128.624390	+04.534052	+15.830000	079.2	084.300003	+00.000000	54	
+00398.059998	+35.845303	+128.624313	+04.662923	+15.830000	079.3	084.199997	+00.000000	55	
+00402.720001	+35.845345	+128.624298	+04.771801	+15.830000	079.3	084.400002	+00.000000	56	
+00409.170013	+35.845310	+128.624298	+04.885584	+15.830000	079.5	084.800003	+00.000000	57	
+00413.309998	+35.845253	+128.624207	+05.011537	+15.780000	080.0	085.099998	+00.000000	58	
+00419.190002	+35.845249	+128.624069	+05.148817	+15.750000	080.6	085.099998	+00.000000	59	
+00423.869995	+35.845284	+128.624008	+05.248185	+15.750000	080.9	085.099998	+00.000000	60	
+00426.750000	+35.845299	+128.624008	+05.367687	+15.730000	081.0	085.199997	+00.000000	61	
+00431.149994	+35.845242	+128.623993	+05.483301	+15.730000	081.0	085.000000	+00.000000	62	
+00437.329987	+35.845203	+128.623886	+05.623849	+15.680000	080.9	085.500000	+00.000000	63	
+00442.170013	+35.845226	+128.623779	+05.746355	+15.630000	080.7	085.500000	+00.000000	64	
+00447.959991	+35.845242	+128.623764	+05.833646	+15.580000	080.6	085.599998	+00.000000	65	
+00453.109985	+35.845200	+128.623749	+05.919342	+15.520000	080.1	085.599998	+00.000000	66	
+00457.709991	+35.845123	+128.623688	+06.032104	+15.450000	079.9	086.199997	+00.000000	67	
+00462.299988	+35.845066	+128.623611	+06.157330	+15.370000	079.9	086.400002	+00.000000	68	
+00465.250000	+35.845039	+128.623550	+06.278696	+15.400000	079.8	086.199997	+00.000000	69	
+00469.100006	+35.845024	+128.623550	+06.391267	+15.370000	079.8	086.400002	+00.000000	70	
+00476.149994	+35.845001	+128.623520	+06.529278	+15.290000	079.8	086.599998	+00.000000	71	
+00482.839996	+35.844975	+128.623444	+06.661978	+15.190000	079.8	086.699997	+00.000000	72	
+00487.250000	+35.844975	+128.623337	+06.780016	+15.090000	080.0	086.900002	+00.000000	73	
+00492.140015	+35.845024	+128.623230	+06.869781	+15.070000	080.2	087.099998	+00.000000	74	
+00497.660004	+35.845039	+128.623215	+06.967201	+15.030000	080.3	087.250000	+00.000000	75	
+00503.179993	+35.845055	+128.623199	+07.083934	+14.990000	080.4	087.400002	+00.000000	76	
+00509.410004	+35.845039	+128.623108	+07.197839	+14.960000	080.9	087.500000	+00.000000	77	
+00513.539978	+35.845024	+128.622986	+07.281414	+14.940000	081.2	087.599998	+00.000000	78	
+00519.210022	+35.844978	+128.622910	+07.335888	+14.890000	081.3	087.800003	+00.000000	79	
+00525.630005	+35.844975	+128.622864	+07.432966	+14.840000	081.3	087.800003	+00.000000	80	
+00528.940002	+35.845016	+128.622787	+07.550590	+14.740000	081.2	088.300003	+00.000000	81	
+00535.530029	+35.845039	+128.622665	+07.636995	+14.760000	081.4	088.099998	+00.000000	82	
+00539.049988	+35.845013	+128.622559	+07.697345	+14.740000	081.6	087.900002	+00.000000	83	
+00544.409973	+35.844975	+128.622437	+07.797271	+14.710000	081.8	087.900002	+00.000000	84	
+00550.760010	+35.844963	+128.622330	+07.937674	+14.790000	082.0	086.800003	+00.000000	85	
+00554.890015	+35.844963	+128.622223	+08.071305	+14.860000	082.4	086.199997	+00.000000	86	
+00558.789978	+35.844929	+128.622131	+08.201117	+14.890000	082.8	086.199997	+00.000000	87	
+00563.969971	+35.844872	+128.622086	+08.330305	+14.840000	083.1	086.199997	+00.000000	88	
+00572.119995	+35.844845	+128.621994	+08.459711	+14.790000	083.2	085.900002	+00.000000	89	
+00577.909973	+35.844860	+128.621872	+08.585051	+14.760000	083.2	086.000000	+00.000000	90	
+00579.880005	+35.844898	+128.621735	+08.665579	+14.740000	083.3	085.900002	+00.000000	91	
+00583.489990	+35.844944	+128.621613	+08.738738	+14.760000	083.4	085.800003	+00.000000	92	
+00584.929993	+35.844975	+128.621536	+08.824888	+14.760000	083.5	085.800003	+00.000000	93	
+00589.289978	+35.844963	+128.621445	+08.942286	+14.740000	083.5	085.699997	+00.000000	94	
+00593.690002	+35.844940	+128.621323	+09.036252	+14.690000	083.4	085.500000	+00.000000	95	
+00599.979980	+35.844894	+128.621201	+09.098521	+14.640000	083.3	085.599998	+00.000000	96	
+00606.789978	+35.844879	+128.621109	+09.179555	+14.560000	083.2	085.500000	+00.000000	97	
+00610.489990	+35.844921	+128.621033	+09.242846	+14.510000	083.0	085.500000	+00.000000	98	
+00616.739990	+35.844940	+128.620926	+09.313117	+14.480000	082.7	085.599998	+00.000000	99	
+00621.020020	+35.844887	+128.620850	+09.400723	+14.430000	082.5	085.699997	+00.000000	100	
+00625.505005	+35.844826	+128.620773	+09.504082	+14.395000	082.4	085.750000	+00.000000	101	
+00629.989990	+35.844769	+128.620697	+09.609211	+14.360000	082.4	085.800003	+00.000000	102	
+00634.169983	+35.844788	+128.620651	+09.698664	+14.310000	082.3	085.699997	+00.000000	103	
+00641.520020	+35.844822	+128.620560	+09.776717	+14.280000	082.3	085.500000	+00.000000	104	
+00646.849976	+35.844818	+128.620407	+09.855501	+14.260000	082.2	085.500000	+00.000000	105	
+00649.859985	+35.844772	+128.620239	+09.924218	+14.230000	082.1	085.699997	+00.000000	106	
+00653.409973	+35.844704	+128.620117	+10.002178	+14.210000	081.9	086.000000	+00.000000	107	
+00656.010010	+35.844662	+128.620056	+10.056350	+14.180000	081.7	086.099998	+00.000000	108	
+00661.179993	+35.844662	+128.620010	+10.126248	+14.130000	081.4	086.199997	+00.000000	109	
+00667.640015	+35.844692	+128.619919	+10.190976	+14.080000	081.3	086.500000	+00.000000	110	
+00672.099976	+35.844692	+128.619751	+10.221094	+14.030000	081.1	086.650002	+00.000000	111	
+00676.559998	+35.844692	+128.619583	+10.228730	+13.980000	081.0	086.800003	+00.000000	112	
+00682.309998	+35.844646	+128.619431	+10.236295	+13.960000	080.8	087.000000	+00.000000	113	
+00687.669983	+35.844593	+128.619354	+10.249925	+13.910000	080.6	087.099998	+00.000000	114	
+00693.539978	+35.844559	+128.619308	+10.263266	+13.880000	080.4	087.199997	+00.000000	115	
+00698.479980	+35.844578	+128.619247	+10.264342	+13.860000	080.1	087.099998	+00.000000	116	
+00703.704956	+35.844612	+128.619110	+10.267867	+13.820000	079.8	087.250000	+00.000000	117	
+00708.929993	+35.844650	+128.618958	+10.293057	+13.780000	079.6	087.400002	+00.000000	118	
+00712.530029	+35.844624	+128.618790	+10.335569	+13.760000	079.6	087.599998	+00.000000	119	
+00715.070007	+35.844578	+128.618637	+10.365793	+13.730000	079.7	087.699997	+00.000000	120	
+00719.800049	+35.844582	+128.618530	+10.401463	+13.705000	079.6	087.649994	+00.000000	121	
+00724.530029	+35.844582	+128.618408	+10.454681	+13.680000	079.6	087.599998	+00.000000	122	
+00730.890015	+35.844578	+128.618317	+10.525393	+13.610000	079.6	087.800003	+00.000000	123	
+00735.849976	+35.844524	+128.618210	+10.611820	+13.580000	079.5	087.699997	+00.000000	124	
+00737.989990	+35.844452	+128.618057	+10.701411	+13.510000	079.5	087.900002	+00.000000	125	
+00742.429993	+35.844398	+128.617905	+10.775212	+13.480000	079.5	088.000000	+00.000000	126	
+00747.619995	+35.844387	+128.617752	+10.838833	+13.460000	079.5	088.099998	+00.000000	127	
+00751.510010	+35.844418	+128.617615	+10.890258	+13.430000	079.5	088.099998	+00.000000	128	
+00756.549988	+35.844463	+128.617523	+10.900056	+13.380000	079.4	088.400002	+00.000000	129	
+00761.324951	+35.844421	+128.617401	+10.898738	+13.330000	079.4	088.449997	+00.000000	130	
+00766.099976	+35.844383	+128.617264	+10.884571	+13.280000	079.2	088.500000	+00.000000	131	
+00767.289978	+35.844296	+128.617126	+10.874717	+13.280000	079.1	088.800003	+00.000000	132	
+00773.169983	+35.844269	+128.617004	+10.873498	+13.219999	079.1	088.949997	+00.000000	133	
+00779.049988	+35.844246	+128.616898	+10.886322	+13.160000	079.0	089.099998	+00.000000	134	
+00784.059998	+35.844273	+128.616760	+10.886146	+13.110000	078.9	089.199997	+00.000000	135	
+00791.429993	+35.844288	+128.616669	+10.872112	+13.060000	078.7	089.500000	+00.000000	136	
+00794.770020	+35.844246	+128.616608	+10.828607	+13.030000	078.5	089.699997	+00.000000	137	
+00797.900024	+35.844189	+128.616562	+10.779778	+12.980000	078.2	090.000000	+00.000000	138	
+00801.789978	+35.844158	+128.616501	+10.737965	+12.930000	078.0	090.099998	+00.000000	139	
+00804.119995	+35.844177	+128.616409	+10.707340	+12.930000	077.7	090.300003	+00.000000	140	
+00808.700012	+35.844204	+128.616287	+10.685285	+12.910000	077.4	090.099998	+00.000000	141	
+00815.609985	+35.844193	+128.616150	+10.675780	+12.910000	077.3	089.900002	+00.000000	142	
+00819.280029	+35.844128	+128.616043	+10.653203	+12.860000	077.0	089.699997	+00.000000	143	
+00825.020020	+35.844067	+128.615891	+10.611167	+12.810000	076.8	090.099998	+00.000000	144	
+00829.880005	+35.844074	+128.615723	+10.543505	+12.740000	076.5	090.199997	+00.000000	145	
+00835.200012	+35.844128	+128.615601	+10.479168	+12.710000	076.2	090.199997	+00.000000	146	
+00842.580017	+35.844112	+128.615509	+10.426694	+12.690000	075.9	090.000000	+00.000000	147	
+00845.750000	+35.844059	+128.615387	+10.420265	+12.640000	075.8	089.800003	+00.000000	148	
+00849.179993	+35.843983	+128.615189	+10.429568	+12.590000	075.7	089.900002	+00.000000	149	
+00855.169983	+35.843941	+128.615021	+10.450830	+12.560000	075.6	090.300003	+00.000000	150	
+00861.190002	+35.843918	+128.614929	+10.469602	+12.520000	075.4	090.300003	+00.000000	151	
+00864.150024	+35.843899	+128.614899	+10.473434	+12.490000	075.3	090.300003	+00.000000	152	
+00868.609985	+35.843914	+128.614838	+10.477854	+12.440000	075.0	090.300003	+00.000000	153	
+00873.229980	+35.843941	+128.614685	+10.491247	+12.390000	074.8	090.300003	+00.000000	154	
+00879.400024	+35.843929	+128.614532	+10.536010	+12.370000	074.7	090.300003	+00.000000	155	
+00884.530029	+35.843884	+128.614426	+10.616527	+12.320000	074.6	091.000000	+00.000000	156	
+00886.570007	+35.843830	+128.614380	+10.704941	+12.270000	074.4	091.599998	+00.000000	157	
+00891.059998	+35.843773	+128.614304	+10.784520	+12.220000	074.3	091.000000	+00.000000	158	
+00896.109985	+35.843735	+128.614166	+10.869889	+12.200000	074.1	091.199997	+00.000000	159	
+00899.969971	+35.843704	+128.614029	+10.942846	+12.200000	074.0	090.800003	+00.000000	160	
+00905.729980	+35.843685	+128.613922	+10.991084	+12.150000	074.1	091.000000	+00.000000	161	
+00910.150024	+35.843662	+128.613876	+11.046918	+12.120000	074.1	090.900002	+00.000000	162	
+00913.830017	+35.843628	+128.613800	+11.108020	+12.070000	074.1	090.800003	+00.000000	163	
+00918.270020	+35.843597	+128.613724	+11.182619	+12.050000	074.1	090.699997	+00.000000	164	
+00924.590027	+35.843594	+128.613617	+11.244699	+11.980000	074.2	090.599998	+00.000000	165	
+00930.940002	+35.843597	+128.613480	+11.291120	+11.900000	074.3	090.500000	+00.000000	166	
+00936.640015	+35.843571	+128.613297	+11.288294	+11.880000	074.7	090.400002	+00.000000	167	
+00940.460022	+35.843494	+128.613144	+11.269413	+11.830000	075.1	090.699997	+00.000000	168	
+00944.099976	+35.843414	+128.613068	+11.271701	+11.780000	075.5	090.900002	+00.000000	169	
+00947.719971	+35.843380	+128.612991	+11.292536	+11.760000	075.9	090.900002	+00.000000	170	
+00952.400024	+35.843384	+128.612915	+11.314394	+11.710000	076.1	091.199997	+00.000000	171	
+00958.869995	+35.843384	+128.612793	+11.351129	+11.680000	076.3	091.000000	+00.000000	172	
+00963.599976	+35.843357	+128.612625	+11.368022	+11.640000	076.6	091.199997	+00.000000	173	
+00967.140015	+35.843300	+128.612442	+11.381362	+11.590000	076.9	091.000000	+00.000000	174	
+00970.460022	+35.843246	+128.612274	+11.399085	+11.560000	077.3	090.900002	+00.000000	175	
+00974.030029	+35.843204	+128.612137	+11.415012	+11.560000	077.5	091.000000	+00.000000	176	
+00977.380005	+35.843182	+128.612015	+11.427913	+11.540000	077.7	091.000000	+00.000000	177	
+00981.179993	+35.843151	+128.611908	+11.471448	+11.490000	077.7	091.099998	+00.000000	178	
+00985.710022	+35.843121	+128.611816	+11.541787	+11.440000	077.8	091.199997	+00.000000	179	
+00991.400024	+35.843098	+128.611725	+11.603491	+11.420000	077.9	091.199997	+00.000000	180	
+00997.429993	+35.843060	+128.611603	+11.652193	+11.340000	078.0	091.199997	+00.000000	181	
+01002.690002	+35.843002	+128.611435	+11.707570	+11.300000	078.1	091.199997	+00.000000	182	
+01008.510010	+35.842968	+128.611267	+11.731920	+11.220000	078.1	091.400002	+00.000000	183	
+01014.419983	+35.842976	+128.611099	+11.772744	+11.170000	078.3	091.500000	+00.000000	184	
+01020.130005	+35.843002	+128.610962	+11.812125	+11.130000	078.5	091.699997	+00.000000	185	
+01028.099976	+35.843025	+128.610840	+11.845249	+11.050000	078.6	092.000000	+00.000000	186	
+01035.099976	+35.843010	+128.610703	+11.893851	+10.980000	078.7	092.400002	+00.000000	187	
+01041.550049	+35.842960	+128.610550	+11.956424	+10.880000	078.8	092.400002	+00.000000	188	
+01047.790039	+35.842937	+128.610382	+12.001074	+10.860000	078.9	092.400002	+00.000000	189	
+01051.579956	+35.842953	+128.610214	+12.002506	+10.810000	078.9	092.699997	+00.000000	190	
+01054.000000	+35.843002	+128.610077	+11.964625	+10.790000	079.0	092.900002	+00.000000	191	
+01058.109985	+35.843037	+128.609970	+11.884754	+10.760000	079.1	093.300003	+00.000000	192	
+01062.219971	+35.843025	+128.609894	+11.810119	+10.710000	079.3	093.599998	+00.000000	193	
+01066.420044	+35.842987	+128.609756	+11.786811	+10.670000	079.4	093.800003	+00.000000	194	
+01068.849976	+35.842968	+128.609573	+11.769028	+10.640000	079.4	093.800003	+00.000000	195	
+01073.800049	+35.842991	+128.609436	+11.756629	+10.620000	079.4	093.599998	+00.000000	196	
+01080.109985	+35.842995	+128.609360	+11.737865	+10.590000	079.5	092.000000	+00.000000	197	
+01085.560059	+35.842960	+128.609268	+11.691872	+10.570000	079.7	091.000000	+00.000000	198	
+01089.790039	+35.842892	+128.609177	+11.611746	+10.550000	080.0	090.599998	+00.000000	199	
+01093.109985	+35.842834	+128.609055	+11.552023	+10.520000	080.3	091.400002	+00.000000	200	
+01096.689941	+35.842800	+128.608948	+11.508707	+10.470000	080.6	091.699997	+00.000000	201	
+01102.349976	+35.842781	+128.608826	+11.500848	+10.430000	080.6	092.300003	+00.000000	202	
+01107.839966	+35.842766	+128.608658	+11.513932	+10.380000	080.6	091.599998	+00.000000	203	
+01115.449951	+35.842766	+128.608505	+11.509054	+10.330000	080.6	091.300003	+00.000000	204	
+01120.119995	+35.842758	+128.608383	+11.477297	+10.260000	080.6	091.599998	+00.000000	205	
+01125.560059	+35.842705	+128.608231	+11.452953	+10.210000	080.6	091.099998	+00.000000	206	
+01131.869995	+35.842659	+128.608063	+11.437151	+10.160000	080.4	090.900002	+00.000000	207	
+01137.900024	+35.842625	+128.607956	+11.418197	+10.140000	080.1	091.099998	+00.000000	208	
+01140.489990	+35.842613	+128.607880	+11.409897	+10.090000	079.7	091.400002	+00.000000	209	
+01143.449951	+35.842613	+128.607834	+11.414238	+10.040000	079.2	092.300003	+00.000000	210	
+01149.760010	+35.842583	+128.607742	+11.403139	+09.990000	078.6	091.900002	+00.000000	211	
+01154.790039	+35.842529	+128.607574	+11.407205	+09.970000	078.2	090.699997	+00.000000	212	
+01162.140015	+35.842495	+128.607391	+11.424787	+09.920000	077.7	090.500000	+00.000000	213	
+01168.380005	+35.842503	+128.607285	+11.448867	+09.880000	077.2	091.800003	+00.000000	214	
+01170.319946	+35.842503	+128.607224	+11.493884	+09.800000	077.0	092.699997	+00.000000	215	
+01174.380005	+35.842495	+128.607193	+11.562759	+09.780000	076.7	090.400002	+00.000000	216	
+01179.280029	+35.842476	+128.607101	+11.625834	+09.780000	076.4	089.099998	+00.000000	217	
+01183.819946	+35.842422	+128.606964	+11.672395	+09.780000	076.3	090.400002	+00.000000	218	
+01189.750000	+35.842365	+128.606781	+11.705477	+09.730000	076.2	091.500000	+00.000000	219	
+01197.579956	+35.842342	+128.606628	+11.734210	+09.660000	076.0	092.000000	+00.000000	220	
+01203.459961	+35.842350	+128.606506	+11.767484	+09.590000	076.0	092.099998	+00.000000	221	
+01207.270020	+35.842388	+128.606400	+11.817943	+09.570000	076.1	092.400002	+00.000000	222	
+01211.369995	+35.842415	+128.606293	+11.847360	+09.520000	076.2	092.500000	+00.000000	223	
+01215.469971	+35.842442	+128.606171	+11.878963	+09.470000	076.5	092.599998	+00.000000	224	
+01219.930054	+35.842419	+128.605972	+11.947778	+09.420000	076.8	092.500000	+00.000000	225	
+01225.880005	+35.842365	+128.605804	+12.003622	+09.380000	076.9	093.000000	+00.000000	226	
+01230.229980	+35.842316	+128.605698	+12.048794	+09.330000	077.1	093.500000	+00.000000	227	
+01232.959961	+35.842270	+128.605637	+12.074034	+09.290000	077.3	093.900002	+00.000000	228	
+01238.890015	+35.842239	+128.605545	+12.098082	+09.210000	077.6	093.699997	+00.000000	229	
+01244.489990	+35.842205	+128.605392	+12.112415	+09.190000	077.9	093.900002	+00.000000	230	
+01247.229980	+35.842171	+128.605179	+12.163381	+09.170000	078.2	094.199997	+00.000000	231	
+01252.589966	+35.842136	+128.604980	+12.232883	+09.120000	078.4	094.199997	+00.000000	232	
+01258.479980	+35.842091	+128.604858	+12.300606	+09.100000	078.4	094.500000	+00.000000	233	
+01261.670044	+35.842045	+128.604767	+12.372066	+09.050000	078.5	093.800003	+00.000000	234	
+01266.400024	+35.842033	+128.604721	+12.433507	+09.020000	078.6	093.400002	+00.000000	235	
+01272.560059	+35.842045	+128.604599	+12.455496	+09.000000	078.7	093.400002	+00.000000	236	
+01277.380005	+35.842007	+128.604416	+12.478477	+08.980000	078.9	093.000000	+00.000000	237	
+01279.880005	+35.841927	+128.604233	+12.504818	+08.950000	079.0	092.699997	+00.000000	238	
+01284.229980	+35.841843	+128.604126	+12.569931	+08.930000	078.8	092.800003	+00.000000	239	
+01288.819946	+35.841816	+128.604050	+12.652653	+08.910000	078.7	092.800003	+00.000000	240	
+01293.380005	+35.841820	+128.603882	+12.736122	+08.860000	078.5	092.800003	+00.000000	241	
+01298.359985	+35.841812	+128.603683	+12.785332	+08.830000	078.4	093.000000	+00.000000	242	
+01306.229980	+35.841759	+128.603516	+12.843301	+08.790000	078.4	093.099998	+00.000000	243	
+01311.510010	+35.841702	+128.603424	+12.889610	+08.740000	078.5	092.900002	+00.000000	244	
+01318.890015	+35.841690	+128.603348	+12.941840	+08.670000	078.6	092.599998	+00.000000	245	
+01324.579956	+35.841728	+128.603210	+12.946446	+08.620000	078.6	092.599998	+00.000000	246	
+01329.430054	+35.841759	+128.602997	+12.936053	+08.600000	078.5	092.599998	+00.000000	247	
+01334.500000	+35.841747	+128.602783	+12.932139	+08.570000	078.5	092.099998	+00.000000	248	
+01337.719971	+35.841717	+128.602631	+12.930557	+08.600000	078.5	091.800003	+00.000000	249	
+01342.569946	+35.841690	+128.602478	+12.929520	+08.570000	078.7	091.500000	+00.000000	250	
+01348.060059	+35.841690	+128.602341	+12.891539	+08.530000	078.9	091.199997	+00.000000	251	
+01354.119995	+35.841702	+128.602219	+12.866035	+08.530000	079.3	090.300003	+00.000000	252	
+01360.589966	+35.841694	+128.602112	+12.870341	+08.500000	079.7	089.699997	+00.000000	253	
+01366.150024	+35.841667	+128.602036	+12.864972	+08.450000	080.0	089.199997	+00.000000	254	
+01373.030029	+35.841621	+128.601944	+12.845256	+08.450000	080.5	087.500000	+00.000000	255	
+01379.010010	+35.841583	+128.601761	+12.824188	+08.405000	080.9	087.550003	+00.000000	256	
+01384.989990	+35.841541	+128.601578	+12.846704	+08.360000	081.3	087.599998	+00.000000	257	
+01392.140015	+35.841572	+128.601410	+12.913095	+08.310000	081.7	087.699997	+00.000000	258	
+01397.123291	+35.841530	+128.601318	+12.976669	+08.263333	082.1	087.900002	+00.000000	259	
+01402.106689	+35.841492	+128.601227	+13.046951	+08.216667	082.4	088.100006	+00.000000	260	
+01407.089966	+35.841450	+128.601135	+13.092317	+08.170000	082.8	088.300003	+00.000000	261	
+01409.599976	+35.841434	+128.600922	+13.147996	+08.160000	083.0	088.650002	+00.000000	262	
+01412.109985	+35.841419	+128.600708	+13.197359	+08.150000	083.0	089.000000	+00.000000	263	
+01417.680054	+35.841431	+128.600571	+13.206405	+08.120000	083.0	089.099998	+00.000000	264	
+01419.839966	+35.841396	+128.600510	+13.204671	+08.100000	083.0	088.800003	+00.000000	265	
+01426.949951	+35.841354	+128.600388	+13.232160	+08.120000	082.7	086.599998	+00.000000	266	
+01431.390015	+35.841354	+128.600220	+13.260410	+08.190000	082.4	082.699997	+00.000000	267	
+01436.099976	+35.841362	+128.600067	+13.300359	+08.260000	082.2	079.800003	+00.000000	268	
+01441.589966	+35.841370	+128.599960	+13.345152	+08.330000	082.1	076.099998	+00.000000	269	
+01446.339966	+35.841335	+128.599899	+13.390548	+08.360000	082.0	074.500000	+00.000000	270	
+01452.979980	+35.841270	+128.599792	+13.417548	+08.380000	081.8	071.500000	+00.000000	271	
+01459.949951	+35.841232	+128.599640	+13.420996	+08.450000	081.7	065.099998	+00.000000	272	
+01466.729980	+35.841244	+128.599457	+13.428504	+08.610000	081.6	053.799999	+00.000000	273	
+01473.880005	+35.841267	+128.599335	+13.437678	+08.800000	081.6	046.000000	+00.000000	274	
+01478.939941	+35.841236	+128.599243	+13.467890	+08.900000	081.6	045.599998	+00.000000	275	
+01484.073242	+35.841187	+128.599060	+13.491343	+08.929999	081.6	043.399998	+00.000000	276	
+01489.206543	+35.841141	+128.598877	+13.496762	+08.959999	081.7	041.199997	+00.000000	277	
+01494.339966	+35.841091	+128.598679	+13.502831	+08.990000	081.8	039.000000	+00.000000	278	
+01497.459961	+35.841133	+128.598511	+13.482441	+09.090000	081.8	036.700001	+00.000000	279	
+01500.826660	+35.841129	+128.598373	+13.433507	+09.113334	081.8	035.733334	+00.000000	280	
+01504.193359	+35.841125	+128.598236	+13.383471	+09.136667	081.8	034.766666	+00.000000	281	
+01507.560059	+35.841125	+128.598083	+13.341110	+09.160000	081.9	033.799999	+00.000000	282	
