Altitude (m)	Latitude	Longitude	WindF (m/s)	T (¡ÆC)	Dir (¡Æ)	RH	Distance (km)	Time (s)	
+00536.659973	+35.844929	+128.626556	+01.203235	+17.959999	283.1	068.800003	+00.000000	95	
+00539.940002	+35.844894	+128.626511	+01.262297	+17.879999	281.7	068.900002	+00.000000	96	
+00545.270020	+35.844921	+128.626465	+01.321727	+17.820000	279.9	068.800003	+00.000000	97	
+00552.640015	+35.844967	+128.626511	+01.399183	+17.799999	278.3	068.900002	+00.000000	98	
+00557.270020	+35.844948	+128.626602	+01.470533	+17.719999	275.9	069.300003	+00.000000	99	
+00562.690002	+35.844875	+128.626648	+01.500932	+17.719999	275.3	069.300003	+00.000000	100	
+00568.520020	+35.844841	+128.626602	+01.531459	+17.639999	274.8	069.500000	+00.000000	101	
+00573.299988	+35.844898	+128.626556	+01.541761	+17.639999	273.4	069.699997	+00.000000	102	
+00579.739990	+35.844940	+128.626648	+01.549804	+17.590000	271.2	069.599998	+00.000000	103	
+00584.599976	+35.844898	+128.626724	+01.578690	+17.530001	270.3	070.300003	+00.000000	104	
+00592.590027	+35.844845	+128.626724	+01.605534	+17.450001	269.7	070.500000	+00.000000	105	
+00596.369995	+35.844875	+128.626663	+01.609561	+17.400000	270.1	070.599998	+00.000000	106	
+00603.849976	+35.844940	+128.626709	+01.606593	+17.350000	270.5	070.599998	+00.000000	107	
+00608.359985	+35.844913	+128.626785	+01.590671	+17.320000	269.3	070.900002	+00.000000	108	
+00613.940002	+35.844845	+128.626770	+01.589819	+17.270000	268.0	071.300003	+00.000000	109	
+00619.719971	+35.844860	+128.626694	+01.600552	+17.190001	267.9	071.500000	+00.000000	110	
+00625.030029	+35.844913	+128.626740	+01.634805	+17.139999	267.7	071.699997	+00.000000	111	
+00630.659973	+35.844910	+128.626816	+01.637695	+17.080000	266.6	072.000000	+00.000000	112	
+00636.859985	+35.844872	+128.626801	+01.669278	+16.980000	265.1	072.400002	+00.000000	113	
+00643.669983	+35.844875	+128.626785	+01.718279	+16.930000	264.2	072.500000	+00.000000	114	
+00648.369995	+35.844921	+128.626831	+01.727294	+16.900000	262.4	072.599998	+00.000000	115	
+00654.929993	+35.844933	+128.626907	+01.680427	+16.820000	259.5	072.800003	+00.000000	116	
+00659.809998	+35.844933	+128.626892	+01.670698	+16.820000	255.8	073.000000	+00.000000	117	
+00665.349976	+35.844967	+128.626877	+01.739155	+16.740000	253.0	073.199997	+00.000000	118	
+00672.429993	+35.845005	+128.626923	+01.784003	+16.660000	252.3	073.300003	+00.000000	119	
+00679.489990	+35.845013	+128.627014	+01.784372	+16.590000	251.4	073.699997	+00.000000	120	
+00687.409973	+35.844975	+128.627045	+01.756066	+16.559999	248.9	073.900002	+00.000000	121	
+00691.330017	+35.844933	+128.626984	+01.807695	+16.530001	245.6	074.099998	+00.000000	122	
+00696.760010	+35.844963	+128.626907	+01.892327	+16.459999	244.5	074.300003	+00.000000	123	
+00703.450012	+35.845024	+128.626923	+01.938146	+16.400000	244.8	074.599998	+00.000000	124	
+00707.760010	+35.845055	+128.627045	+01.954056	+16.330000	243.1	074.800003	+00.000000	125	
+00713.179993	+35.845013	+128.627121	+01.988779	+16.270000	241.1	075.199997	+00.000000	126	
+00719.849976	+35.844955	+128.627090	+02.076747	+16.250000	241.2	075.500000	+00.000000	127	
+00726.270020	+35.844990	+128.627045	+02.118642	+16.170000	241.9	075.599998	+00.000000	128	
+00732.130005	+35.845074	+128.627075	+02.121398	+16.139999	242.0	075.699997	+00.000000	129	
+00738.479980	+35.845089	+128.627167	+02.147494	+16.139999	241.7	075.500000	+00.000000	130	
+00743.599976	+35.845016	+128.627213	+02.202365	+16.090000	240.6	076.000000	+00.000000	131	
+00750.500000	+35.844990	+128.627151	+02.281803	+16.090000	240.8	075.900002	+00.000000	132	
+00756.260010	+35.845066	+128.627106	+02.302560	+15.990000	241.4	076.099998	+00.000000	133	
+00760.570007	+35.845139	+128.627182	+02.316175	+15.990000	240.2	076.000000	+00.000000	134	
+00766.039978	+35.845142	+128.627289	+02.390426	+15.890000	238.4	076.400002	+00.000000	135	
+00771.789978	+35.845093	+128.627304	+02.505589	+15.990000	238.0	076.300003	+00.000000	136	
+00776.409973	+35.845089	+128.627213	+02.630282	+15.990000	237.9	076.500000	+00.000000	137	
+00783.390015	+35.845161	+128.627182	+02.704437	+15.940000	237.5	076.599998	+00.000000	138	
+00787.799988	+35.845219	+128.627289	+02.795384	+15.910000	236.5	076.699997	+00.000000	139	
+00791.570007	+35.845215	+128.627411	+02.894653	+15.910000	235.4	077.099998	+00.000000	140	
+00798.010010	+35.845161	+128.627426	+03.022053	+15.910000	234.9	077.099998	+00.000000	141	
+00803.159973	+35.845158	+128.627365	+03.134553	+15.860000	235.1	077.199997	+00.000000	142	
+00810.000000	+35.845226	+128.627335	+03.240992	+15.780000	234.8	077.300003	+00.000000	143	
+00815.234985	+35.845245	+128.627441	+03.344042	+15.705000	233.4	077.400002	+00.000000	144	
+00820.469971	+35.845268	+128.627533	+03.440256	+15.630000	232.9	077.500000	+00.000000	145	
+00828.750000	+35.845234	+128.627563	+03.504756	+15.630000	232.9	077.800003	+00.000000	146	
+00832.950012	+35.845242	+128.627533	+03.520180	+15.600000	233.2	078.000000	+00.000000	147	
+00837.789978	+35.845333	+128.627502	+03.524425	+15.580000	233.5	078.199997	+00.000000	148	
+00844.789978	+35.845375	+128.627594	+03.588428	+15.600000	233.3	078.199997	+00.000000	149	
+00847.239990	+35.845333	+128.627701	+03.694571	+15.710000	233.3	078.199997	+00.000000	150	
+00855.729980	+35.845276	+128.627701	+03.779966	+15.660000	233.6	078.500000	+00.000000	151	
+00860.719971	+35.845322	+128.627655	+03.841490	+15.580000	233.6	078.599998	+00.000000	152	
+00866.880005	+35.845428	+128.627701	+03.876735	+15.480000	233.4	078.800003	+00.000000	153	
+00872.400024	+35.845463	+128.627823	+03.900529	+15.320000	233.4	078.699997	+00.000000	154	
+00877.219971	+35.845402	+128.627869	+03.973535	+15.270000	234.2	079.000000	+00.000000	155	
+00885.270020	+35.845413	+128.627838	+04.083748	+15.170000	235.1	078.199997	+00.000000	156	
+00887.520020	+35.845516	+128.627823	+04.186353	+15.190000	235.7	078.000000	+00.000000	157	
+00890.739990	+35.845638	+128.627899	+04.307311	+15.090000	235.9	078.599998	+00.000000	158	
+00895.289978	+35.845699	+128.627991	+04.430013	+15.170000	236.1	079.500000	+00.000000	159	
+00899.590027	+35.845715	+128.628082	+04.529450	+15.190000	236.5	079.599998	+00.000000	160	
+00904.659973	+35.845707	+128.628143	+04.587766	+15.140000	237.1	079.699997	+00.000000	161	
+00909.330017	+35.845692	+128.628174	+04.652267	+15.170000	237.4	079.800003	+00.000000	162	
+00912.594971	+35.845703	+128.628174	+04.724767	+15.130000	237.6	079.550003	+00.000000	163	
+00915.859985	+35.845715	+128.628159	+04.830708	+15.090000	237.8	079.300003	+00.000000	164	
+00920.260010	+35.845726	+128.628235	+04.941772	+15.090000	238.0	079.250000	+00.000000	165	
+00924.659973	+35.845734	+128.628296	+05.038152	+15.090000	238.3	079.199997	+00.000000	166	
+00931.640015	+35.845787	+128.628372	+05.097864	+15.090000	238.6	079.300003	+00.000000	167	
+00936.809998	+35.845860	+128.628387	+05.155906	+15.090000	238.9	078.900002	+00.000000	168	
+00940.260010	+35.845921	+128.628342	+05.207720	+15.140000	239.1	077.699997	+00.000000	169	
+00944.270020	+35.845928	+128.628311	+05.263614	+15.120000	239.4	077.800003	+00.000000	170	
+00949.340027	+35.845928	+128.628326	+05.313062	+15.170000	239.5	076.199997	+00.000000	171	
+00954.330017	+35.845924	+128.628372	+05.362011	+15.140000	239.9	077.199997	+00.000000	172	
+00957.989990	+35.845913	+128.628479	+05.401129	+15.220000	240.2	072.500000	+00.000000	173	
+00961.940002	+35.845909	+128.628586	+05.442738	+15.730000	240.8	060.299999	+00.000000	174	
+00967.460022	+35.845943	+128.628677	+05.473353	+15.780000	241.4	062.799999	+00.000000	175	
+00973.179993	+35.846004	+128.628738	+05.511282	+15.600000	242.1	064.800003	+00.000000	176	
+00977.049988	+35.846054	+128.628754	+05.529803	+15.830000	242.8	054.799999	+00.000000	177	
+00982.030029	+35.846088	+128.628738	+05.557562	+15.940000	243.6	053.099998	+00.000000	178	
+00987.729980	+35.846085	+128.628754	+05.575422	+15.960000	244.5	053.000000	+00.000000	179	
+00992.820007	+35.846069	+128.628860	+05.598082	+15.940000	245.4	052.299999	+00.000000	180	
+00998.059998	+35.846085	+128.628998	+05.621449	+15.939850	246.1	051.900002	+00.000000	181	
+01001.349976	+35.846130	+128.629120	+05.675146	+15.939699	246.8	051.200001	+00.000000	182	
+01004.900024	+35.846207	+128.629166	+05.724656	+15.939099	247.3	050.900002	+00.000000	183	
+01011.390015	+35.846249	+128.629227	+05.796356	+15.938399	248.2	050.900002	+00.000000	184	
+01017.239990	+35.846256	+128.629333	+05.870725	+15.934000	249.1	052.000000	+00.000000	185	
+01022.950012	+35.846233	+128.629425	+05.931705	+15.929800	249.9	052.000000	+00.000000	186	
+01029.010010	+35.846210	+128.629471	+06.022607	+15.927400	250.4	051.700001	+00.000000	187	
+01033.099976	+35.846256	+128.629440	+06.116682	+15.925600	250.7	051.099998	+00.000000	188	
+01039.819946	+35.846352	+128.629486	+06.216944	+15.920199	251.0	050.900002	+00.000000	189	
+01045.369995	+35.846401	+128.629639	+06.304162	+15.924500	251.4	046.599998	+00.000000	190	
+01048.479980	+35.846359	+128.629761	+06.372350	+15.928450	251.9	045.599998	+00.000000	191	
+01055.680054	+35.846313	+128.629776	+06.458723	+15.921400	252.7	047.799999	+00.000000	192	
+01060.780029	+35.846352	+128.629776	+06.548205	+15.915950	253.7	045.700001	+00.000000	193	
+01065.099976	+35.846451	+128.629852	+06.657733	+15.916200	254.7	045.200001	+00.000000	194	
+01072.209961	+35.846474	+128.629990	+06.756604	+15.912250	255.4	044.599998	+00.000000	195	
+01076.010010	+35.846416	+128.630066	+06.833243	+15.914399	255.9	043.099998	+00.000000	196	
+01080.709961	+35.846375	+128.630051	+06.930693	+15.911099	256.7	042.900002	+00.000000	197	
+01086.130005	+35.846436	+128.630051	+06.990397	+15.906699	257.8	042.500000	+00.000000	198	
+01092.739990	+35.846512	+128.630157	+07.048669	+15.902949	258.9	042.400002	+00.000000	199	
+01097.689941	+35.846531	+128.630310	+07.099072	+15.896000	259.9	042.099998	+00.000000	200	
+01102.319946	+35.846478	+128.630447	+07.174446	+15.890650	260.7	042.099998	+00.000000	201	
+01108.479980	+35.846416	+128.630493	+07.290379	+15.882800	261.5	042.400002	+00.000000	202	
+01113.050049	+35.846416	+128.630478	+07.383941	+15.880199	262.3	040.700001	+00.000000	203	
+01117.750000	+35.846485	+128.630508	+07.444248	+15.871599	263.0	041.500000	+00.000000	204	
+01122.959961	+35.846554	+128.630630	+07.478280	+15.855000	263.6	042.099998	+00.000000	205	
+01127.150024	+35.846577	+128.630798	+07.515936	+15.849000	264.2	042.200001	+00.000000	206	
+01134.650024	+35.846561	+128.630920	+07.558554	+15.838750	264.7	042.200001	+00.000000	207	
+01140.339966	+35.846542	+128.630951	+07.629049	+15.830800	265.0	042.299999	+00.000000	208	
+01142.869995	+35.846542	+128.630951	+07.703208	+15.819650	265.5	042.200001	+00.000000	209	
+01146.280029	+35.846577	+128.630951	+07.785965	+15.835000	265.9	038.599998	+00.000000	210	
+01151.420044	+35.846638	+128.631012	+07.859264	+15.847000	266.4	037.900002	+00.000000	211	
+01155.550049	+35.846687	+128.631149	+07.923086	+15.828000	266.7	039.799999	+00.000000	212	
+01160.800049	+35.846691	+128.631332	+07.973991	+15.808000	266.9	039.799999	+00.000000	213	
+01166.260010	+35.846645	+128.631439	+08.039384	+15.798900	267.0	038.900002	+00.000000	214	
+01169.300049	+35.846603	+128.631470	+08.097928	+15.799999	267.2	038.200001	+00.000000	215	
+01174.630005	+35.846611	+128.631531	+08.173737	+15.763599	267.3	040.799999	+00.000000	216	
+01178.339966	+35.846630	+128.631653	+08.247080	+15.758699	267.6	039.400002	+00.000000	217	
+01181.390015	+35.846619	+128.631805	+08.321585	+15.763300	267.8	037.799999	+00.000000	218	
+01187.530029	+35.846588	+128.631912	+08.364522	+15.762549	267.9	037.700001	+00.000000	219	
+01191.810059	+35.846588	+128.631989	+08.421428	+15.757999	267.8	037.599998	+00.000000	220	
+01196.380005	+35.846611	+128.632080	+08.495946	+15.743199	267.8	037.599998	+00.000000	221	
+01201.619995	+35.846611	+128.632233	+08.576585	+15.734200	268.1	037.700001	+00.000000	222	
+01206.219971	+35.846584	+128.632370	+08.636237	+15.712100	268.4	037.700001	+00.000000	223	
+01211.630005	+35.846561	+128.632416	+08.650177	+15.700200	268.8	037.700001	+00.000000	224	
+01216.640015	+35.846573	+128.632492	+08.677217	+15.683499	269.0	038.299999	+00.000000	225	
+01221.390015	+35.846588	+128.632614	+08.735268	+15.666300	269.5	038.900002	+00.000000	226	
+01226.140015	+35.846577	+128.632767	+08.789165	+15.648600	270.2	038.900002	+00.000000	227	
+01232.609985	+35.846554	+128.632858	+08.824866	+15.630400	270.9	039.000000	+00.000000	228	
+01237.819946	+35.846554	+128.632904	+08.861809	+15.604349	271.7	039.000000	+00.000000	229	
+01245.209961	+35.846603	+128.632980	+08.908319	+15.585000	272.4	039.299999	+00.000000	230	
+01251.390015	+35.846611	+128.633118	+08.950127	+15.565149	273.2	039.400002	+00.000000	231	
+01256.359985	+35.846577	+128.633255	+08.956681	+15.544800	273.8	039.599998	+00.000000	232	
+01263.280029	+35.846554	+128.633347	+08.965484	+15.531899	274.1	039.799999	+00.000000	233	
+01268.369995	+35.846577	+128.633438	+09.009363	+15.502600	274.4	039.900002	+00.000000	234	
+01274.109985	+35.846596	+128.633545	+09.085478	+15.488999	274.9	040.000000	+00.000000	235	
+01278.329956	+35.846577	+128.633652	+09.115623	+15.466800	275.5	040.000000	+00.000000	236	
+01282.819946	+35.846561	+128.633698	+09.102307	+15.449800	275.8	040.200001	+00.000000	237	
+01288.479980	+35.846577	+128.633774	+09.103505	+15.426700	275.8	040.200001	+00.000000	238	
+01293.569946	+35.846630	+128.633881	+09.150542	+15.403100	275.7	040.200001	+00.000000	239	
+01298.890015	+35.846638	+128.634064	+09.192697	+15.379000	275.7	040.400002	+00.000000	240	
+01304.849976	+35.846611	+128.634201	+09.219397	+15.354400	275.9	040.099998	+00.000000	241	
+01309.819946	+35.846596	+128.634262	+09.226313	+15.335500	276.1	040.099998	+00.000000	242	
+01314.500000	+35.846596	+128.634338	+09.237291	+15.309999	276.3	040.000000	+00.000000	243	
+01318.829956	+35.846577	+128.634476	+09.262820	+15.293600	276.4	040.200001	+00.000000	244	
+01322.400024	+35.846542	+128.634598	+09.298637	+15.273750	276.6	040.200001	+00.000000	245	
+01328.359985	+35.846508	+128.634674	+09.328267	+15.240399	276.6	040.500000	+00.000000	246	
+01333.420044	+35.846508	+128.634735	+09.374436	+15.213050	276.8	040.400002	+00.000000	247	
+01336.390015	+35.846531	+128.634781	+09.430959	+15.185200	277.1	040.700001	+00.000000	248	
+01341.380005	+35.846539	+128.634842	+09.460128	+15.156850	277.4	040.900002	+00.000000	249	
+01345.709961	+35.846497	+128.634949	+09.469878	+15.124499	277.5	041.000000	+00.000000	250	
+01350.760010	+35.846443	+128.635056	+09.520432	+15.095099	277.7	041.000000	+00.000000	251	
+01355.619995	+35.846401	+128.635147	+09.590487	+15.075999	278.0	041.200001	+00.000000	252	
+01357.839966	+35.846367	+128.635254	+09.683966	+15.053050	278.3	041.200001	+00.000000	253	
+01361.589966	+35.846336	+128.635361	+09.803063	+15.033500	278.6	041.099998	+00.000000	254	
+01367.599976	+35.846310	+128.635468	+09.905071	+15.002500	279.1	040.700001	+00.000000	255	
+01373.859985	+35.846302	+128.635574	+09.960336	+14.978600	279.6	040.099998	+00.000000	256	
+01379.089966	+35.846336	+128.635681	+10.004142	+14.946699	280.0	040.000000	+00.000000	257	
+01384.989990	+35.846359	+128.635818	+10.056053	+14.906500	280.3	040.099998	+00.000000	258	
+01390.239990	+35.846333	+128.635971	+10.134026	+14.881400	280.6	039.900002	+00.000000	259	
+01394.959961	+35.846264	+128.636093	+10.246245	+14.848000	281.0	040.099998	+00.000000	260	
+01401.300049	+35.846222	+128.636154	+10.353342	+14.814099	281.6	040.299999	+00.000000	261	
+01406.630005	+35.846245	+128.636200	+10.424615	+14.779699	282.1	039.799999	+00.000000	262	
+01413.140015	+35.846279	+128.636337	+10.493469	+14.744800	282.4	039.799999	+00.000000	263	
+01418.060059	+35.846256	+128.636536	+10.551020	+14.709400	282.8	039.200001	+00.000000	264	
+01424.430054	+35.846180	+128.636673	+10.628369	+14.694750	283.0	036.799999	+00.000000	265	
+01430.319946	+35.846138	+128.636719	+10.721846	+14.671499	283.1	035.299999	+00.000000	266	
+01434.910034	+35.846165	+128.636780	+10.852276	+14.634999	283.1	035.200001	+00.000000	267	
+01440.239990	+35.846222	+128.636917	+11.002483	+14.606800	283.2	035.099998	+00.000000	268	
+01445.530029	+35.846214	+128.637115	+11.146061	+14.569400	283.2	035.400002	+00.000000	269	
+01450.979980	+35.846142	+128.637268	+11.266997	+14.531500	283.2	034.299999	+00.000000	270	
+01455.599976	+35.846081	+128.637344	+11.368629	+14.515850	283.2	034.099998	+00.000000	271	
+01460.020020	+35.846096	+128.637390	+11.467645	+14.481800	283.1	034.099998	+00.000000	272	
+01465.500000	+35.846123	+128.637527	+11.574973	+14.452000	283.1	033.900002	+00.000000	273	
+01470.569946	+35.846104	+128.637726	+11.675735	+14.426600	283.2	033.799999	+00.000000	274	
+01472.810059	+35.846039	+128.637878	+11.791435	+14.396250	283.2	033.799999	+00.000000	275	
+01475.229980	+35.845963	+128.638031	+11.897674	+14.370399	283.3	033.799999	+00.000000	276	
+01478.780029	+35.845924	+128.638168	+12.005134	+14.354050	283.5	033.799999	+00.000000	277	
+01483.310059	+35.845909	+128.638306	+12.086020	+14.337700	283.8	033.700001	+00.000000	278	
+01489.819946	+35.845894	+128.638412	+12.148066	+14.306499	284.2	033.799999	+00.000000	279	
+01496.609985	+35.845886	+128.638504	+12.195440	+14.254999	284.5	033.900002	+00.000000	280	
+01503.510010	+35.845871	+128.638580	+12.232436	+14.212900	284.6	033.799999	+00.000000	281	
+01511.619995	+35.845860	+128.638687	+12.284944	+14.170300	284.6	033.700001	+00.000000	282	
