Altitude (m)	Latitude	Longitude	WindF (m/s)	T (¡ÆC)	Dir (¡Æ)	RH	Distance (km)	Time (s)	
+00341.704773	+35.844780	+128.627686	+05.962739	+06.824705	260.9	061.611763	+00.000000	52	
+00346.811249	+35.844784	+128.627747	+06.001278	+06.781176	261.0	061.752941	+00.000000	53	
+00351.917725	+35.844788	+128.627808	+06.033084	+06.737646	261.1	061.894119	+00.000000	54	
+00357.024170	+35.844788	+128.627853	+06.056668	+06.694117	261.1	062.035294	+00.000000	55	
+00362.130615	+35.844788	+128.627899	+06.073848	+06.650588	261.1	062.176468	+00.000000	56	
+00367.237091	+35.844791	+128.627960	+06.092028	+06.607059	261.1	062.317646	+00.000000	57	
+00372.343567	+35.844795	+128.628021	+06.108201	+06.563529	261.1	062.458824	+00.000000	58	
+00377.450012	+35.844795	+128.628067	+06.121155	+06.520000	261.1	062.599998	+00.000000	59	
+00381.720001	+35.844807	+128.628143	+06.122553	+06.480000	260.9	062.700001	+00.000000	60	
+00385.047485	+35.844841	+128.628189	+06.117058	+06.445000	260.7	062.900002	+00.000000	61	
+00388.375000	+35.844875	+128.628235	+06.108723	+06.410000	260.5	063.100002	+00.000000	62	
+00391.702515	+35.844910	+128.628281	+06.090425	+06.375000	260.4	063.300003	+00.000000	63	
+00395.029999	+35.844940	+128.628326	+06.063646	+06.340000	260.5	063.500000	+00.000000	64	
+00398.986664	+35.844944	+128.628372	+06.038066	+06.316667	260.6	063.633335	+00.000000	65	
+00402.943329	+35.844948	+128.628418	+06.014889	+06.293333	260.9	063.766670	+00.000000	66	
+00406.899994	+35.844948	+128.628479	+05.995115	+06.270000	261.2	063.900002	+00.000000	67	
+00410.954987	+35.844955	+128.628525	+05.978570	+06.228333	261.4	064.200005	+00.000000	68	
+00415.009979	+35.844963	+128.628571	+05.965082	+06.186667	261.7	064.500000	+00.000000	69	
+00419.065002	+35.844971	+128.628632	+05.954341	+06.145000	262.0	064.800003	+00.000000	70	
+00423.119995	+35.844978	+128.628677	+05.948233	+06.103333	262.2	065.099998	+00.000000	71	
+00427.174988	+35.844986	+128.628723	+05.947093	+06.061666	262.4	065.399994	+00.000000	72	
+00431.230011	+35.844997	+128.628784	+05.946919	+06.020000	262.5	065.699997	+00.000000	73	
+00434.888336	+35.844986	+128.628845	+05.942339	+05.985000	262.7	065.866661	+00.000000	74	
+00438.546661	+35.844975	+128.628906	+05.935428	+05.950000	262.8	066.033325	+00.000000	75	
+00442.204987	+35.844963	+128.628967	+05.921837	+05.915000	262.9	066.199997	+00.000000	76	
+00445.863312	+35.844952	+128.629028	+05.904078	+05.880000	263.1	066.366661	+00.000000	77	
+00449.521667	+35.844940	+128.629089	+05.880759	+05.845000	263.1	066.533325	+00.000000	78	
+00453.179993	+35.844929	+128.629135	+05.853420	+05.810000	263.2	066.699997	+00.000000	79	
+00456.827484	+35.844940	+128.629211	+05.822169	+05.775000	263.3	066.875000	+00.000000	80	
+00460.474976	+35.844955	+128.629272	+05.785120	+05.740000	263.4	067.050003	+00.000000	81	
+00464.122498	+35.844971	+128.629333	+05.744232	+05.705000	263.5	067.225006	+00.000000	82	
+00467.769989	+35.844982	+128.629410	+05.697632	+05.670000	263.7	067.400002	+00.000000	83	
+00471.859985	+35.845013	+128.629486	+05.654452	+05.650000	264.0	067.599998	+00.000000	84	
+00476.065002	+35.845001	+128.629532	+05.617443	+05.608334	264.3	067.750000	+00.000000	85	
+00480.269989	+35.844990	+128.629562	+05.583947	+05.566667	264.7	067.900002	+00.000000	86	
+00484.474976	+35.844978	+128.629608	+05.555771	+05.525001	265.0	068.050003	+00.000000	87	
+00488.679993	+35.844967	+128.629639	+05.532603	+05.483334	265.4	068.200005	+00.000000	88	
+00492.885010	+35.844955	+128.629669	+05.515126	+05.441667	265.8	068.350006	+00.000000	89	
+00497.089996	+35.844948	+128.629715	+05.501727	+05.400000	266.2	068.500000	+00.000000	90	
+00500.104004	+35.844963	+128.629776	+05.495265	+05.390000	266.5	068.599998	+00.000000	91	
+00503.117981	+35.844978	+128.629837	+05.498631	+05.380000	266.9	068.699997	+00.000000	92	
+00506.131989	+35.844994	+128.629898	+05.509925	+05.370000	267.3	068.799995	+00.000000	93	
+00509.145996	+35.845009	+128.629974	+05.529148	+05.360000	267.6	068.899994	+00.000000	94	
+00512.159973	+35.845024	+128.630035	+05.550305	+05.350000	267.8	069.000000	+00.000000	95	
+00515.309998	+35.845032	+128.630112	+05.570449	+05.310000	268.0	069.099998	+00.000000	96	
+00518.224609	+35.845036	+128.630173	+05.590366	+05.282500	268.2	069.204163	+00.000000	97	
+00521.139221	+35.845039	+128.630234	+05.611395	+05.255000	268.4	069.308327	+00.000000	98	
+00524.053833	+35.845043	+128.630295	+05.634582	+05.227499	268.7	069.412491	+00.000000	99	
+00526.968384	+35.845047	+128.630356	+05.658931	+05.199999	269.0	069.516655	+00.000000	100	
+00529.882996	+35.845051	+128.630417	+05.685044	+05.172499	269.2	069.620819	+00.000000	101	
+00532.797546	+35.845055	+128.630478	+05.712781	+05.144999	269.5	069.724983	+00.000000	102	
+00535.712158	+35.845058	+128.630539	+05.741646	+05.117499	269.7	069.829147	+00.000000	103	
+00538.626709	+35.845062	+128.630600	+05.771770	+05.089999	269.8	069.933311	+00.000000	104	
+00541.541260	+35.845066	+128.630661	+05.799972	+05.062499	269.9	070.037476	+00.000000	105	
+00544.455872	+35.845070	+128.630722	+05.827600	+05.034999	270.0	070.141647	+00.000000	106	
+00547.370483	+35.845074	+128.630783	+05.853912	+05.007499	270.1	070.245819	+00.000000	107	
+00550.285034	+35.845078	+128.630844	+05.877611	+04.979999	270.1	070.349983	+00.000000	108	
+00553.199646	+35.845081	+128.630905	+05.897800	+04.952499	270.2	070.454155	+00.000000	109	
+00556.114197	+35.845085	+128.630966	+05.915420	+04.924999	270.2	070.558319	+00.000000	110	
+00559.028809	+35.845089	+128.631027	+05.930952	+04.897499	270.3	070.662491	+00.000000	111	
+00561.943359	+35.845093	+128.631088	+05.944097	+04.869999	270.4	070.766655	+00.000000	112	
+00564.857910	+35.845097	+128.631149	+05.954281	+04.842500	270.5	070.870819	+00.000000	113	
+00567.772522	+35.845100	+128.631210	+05.962327	+04.815000	270.7	070.974991	+00.000000	114	
+00570.687134	+35.845104	+128.631287	+05.968731	+04.787499	271.0	071.079163	+00.000000	115	
+00573.601685	+35.845108	+128.631348	+05.974467	+04.760000	271.2	071.183327	+00.000000	116	
+00576.516235	+35.845112	+128.631409	+05.980554	+04.732500	271.5	071.287491	+00.000000	117	
+00579.430847	+35.845116	+128.631485	+05.988720	+04.705000	271.8	071.391663	+00.000000	118	
+00582.345459	+35.845123	+128.631561	+06.001015	+04.677500	272.0	071.495834	+00.000000	119	
+00585.260010	+35.845127	+128.631622	+06.016841	+04.650000	272.2	071.599998	+00.000000	120	
+00588.384155	+35.845127	+128.631683	+06.034095	+04.620000	272.4	071.699997	+00.000000	121	
+00591.508301	+35.845127	+128.631744	+06.051950	+04.590000	272.6	071.799995	+00.000000	122	
+00594.632446	+35.845127	+128.631805	+06.068627	+04.559999	272.7	071.899994	+00.000000	123	
+00597.756592	+35.845127	+128.631866	+06.083541	+04.530000	272.9	071.999992	+00.000000	124	
+00600.880737	+35.845127	+128.631927	+06.095760	+04.500000	273.0	072.099991	+00.000000	125	
+00604.004944	+35.845127	+128.632004	+06.104825	+04.470000	273.1	072.199989	+00.000000	126	
+00607.129150	+35.845127	+128.632080	+06.112744	+04.440000	273.3	072.299995	+00.000000	127	
+00610.253296	+35.845127	+128.632141	+06.117268	+04.410000	273.4	072.399994	+00.000000	128	
+00613.377441	+35.845127	+128.632202	+06.117959	+04.380000	273.6	072.500000	+00.000000	129	
+00616.501648	+35.845127	+128.632278	+06.114348	+04.350000	273.7	072.599998	+00.000000	130	
+00619.625854	+35.845127	+128.632355	+06.107538	+04.320000	273.9	072.699997	+00.000000	131	
+00622.750000	+35.845127	+128.632416	+06.098963	+04.290000	274.0	072.800003	+00.000000	132	
+00625.758118	+35.845131	+128.632477	+06.089897	+04.262500	274.2	072.943756	+00.000000	133	
+00628.766235	+35.845135	+128.632538	+06.081614	+04.235000	274.3	073.087509	+00.000000	134	
+00631.774353	+35.845139	+128.632599	+06.075382	+04.207500	274.5	073.231262	+00.000000	135	
+00634.782471	+35.845142	+128.632660	+06.071124	+04.179999	274.6	073.375008	+00.000000	136	
+00637.790588	+35.845146	+128.632721	+06.068836	+04.152499	274.7	073.518761	+00.000000	137	
+00640.798706	+35.845150	+128.632782	+06.068510	+04.124999	274.8	073.662506	+00.000000	138	
+00643.806824	+35.845158	+128.632843	+06.070142	+04.097499	274.9	073.806259	+00.000000	139	
+00646.814941	+35.845161	+128.632904	+06.073502	+04.069999	275.0	073.950005	+00.000000	140	
+00649.823059	+35.845169	+128.632965	+06.080217	+04.042500	275.1	074.093750	+00.000000	141	
+00652.831177	+35.845173	+128.633026	+06.089262	+04.014999	275.1	074.237503	+00.000000	142	
+00655.839294	+35.845181	+128.633087	+06.100482	+03.987499	275.2	074.381256	+00.000000	143	
+00658.847412	+35.845184	+128.633148	+06.113880	+03.960000	275.2	074.525002	+00.000000	144	
+00661.855591	+35.845192	+128.633209	+06.129458	+03.932500	275.2	074.668747	+00.000000	145	
+00664.863708	+35.845196	+128.633286	+06.147224	+03.905000	275.2	074.812500	+00.000000	146	
+00667.871826	+35.845200	+128.633362	+06.167185	+03.877500	275.1	074.956253	+00.000000	147	
+00670.880005	+35.845207	+128.633423	+06.189348	+03.850000	275.1	075.099998	+00.000000	148	
+00674.254944	+35.845200	+128.633484	+06.213151	+03.821382	275.1	075.102760	+00.000000	149	
+00677.629883	+35.845192	+128.633545	+06.238033	+03.792765	275.0	075.105522	+00.000000	150	
+00681.004822	+35.845184	+128.633606	+06.265049	+03.764147	274.9	075.108284	+00.000000	151	
+00684.379761	+35.845177	+128.633667	+06.290225	+03.735529	274.9	075.111046	+00.000000	152	
+00687.754700	+35.845169	+128.633728	+06.314187	+03.706912	274.8	075.113808	+00.000000	153	
+00691.129639	+35.845158	+128.633789	+06.336354	+03.678294	274.7	075.116570	+00.000000	154	
+00694.504578	+35.845150	+128.633850	+06.356145	+03.649677	274.7	075.119331	+00.000000	155	
+00697.879517	+35.845139	+128.633911	+06.372979	+03.621059	274.7	075.122093	+00.000000	156	
+00701.254456	+35.845131	+128.633972	+06.386274	+03.592441	274.7	075.124855	+00.000000	157	
+00704.629395	+35.845119	+128.634033	+06.395449	+03.563824	274.7	075.127617	+00.000000	158	
+00708.004333	+35.845112	+128.634094	+06.399927	+03.535206	274.7	075.130379	+00.000000	159	
+00711.379272	+35.845100	+128.634155	+06.400269	+03.506588	274.8	075.133141	+00.000000	160	
+00714.754211	+35.845093	+128.634216	+06.397038	+03.477971	274.8	075.135902	+00.000000	161	
+00718.129150	+35.845081	+128.634277	+06.388024	+03.449353	274.9	075.138664	+00.000000	162	
+00721.504089	+35.845074	+128.634338	+06.377100	+03.420736	275.1	075.141426	+00.000000	163	
+00724.879028	+35.845066	+128.634399	+06.364842	+03.392118	275.2	075.144188	+00.000000	164	
+00728.253967	+35.845055	+128.634460	+06.351824	+03.363501	275.4	075.146950	+00.000000	165	
+00731.628906	+35.845047	+128.634521	+06.338618	+03.334883	275.5	075.149712	+00.000000	166	
+00735.003845	+35.845036	+128.634583	+06.325797	+03.306265	275.7	075.152473	+00.000000	167	
+00738.378784	+35.845028	+128.634644	+06.313930	+03.277648	275.9	075.155235	+00.000000	168	
+00741.753723	+35.845016	+128.634705	+06.303584	+03.249030	276.0	075.157997	+00.000000	169	
+00745.128662	+35.845009	+128.634766	+06.295299	+03.220413	276.2	075.160759	+00.000000	170	
+00748.503601	+35.844997	+128.634827	+06.289277	+03.191795	276.4	075.163521	+00.000000	171	
+00751.878540	+35.844990	+128.634888	+06.285527	+03.163178	276.6	075.166283	+00.000000	172	
+00755.253479	+35.844978	+128.634949	+06.285414	+03.134561	276.8	075.169044	+00.000000	173	
+00758.628418	+35.844967	+128.635010	+06.287269	+03.105943	277.0	075.171806	+00.000000	174	
+00762.003357	+35.844959	+128.635071	+06.290919	+03.077325	277.2	075.174568	+00.000000	175	
+00765.378296	+35.844948	+128.635132	+06.296195	+03.048708	277.4	075.177330	+00.000000	176	
+00768.753235	+35.844940	+128.635193	+06.302922	+03.020090	277.6	075.180092	+00.000000	177	
+00772.128174	+35.844933	+128.635254	+06.310930	+02.991473	277.8	075.182854	+00.000000	178	
+00775.503113	+35.844921	+128.635315	+06.320046	+02.962855	278.0	075.185616	+00.000000	179	
+00778.878052	+35.844913	+128.635376	+06.330098	+02.934238	278.2	075.188377	+00.000000	180	
+00782.252991	+35.844902	+128.635437	+06.340906	+02.905620	278.3	075.191139	+00.000000	181	
+00785.627930	+35.844891	+128.635498	+06.352130	+02.877003	278.5	075.193901	+00.000000	182	
+00789.002869	+35.844883	+128.635559	+06.363595	+02.848385	278.7	075.196663	+00.000000	183	
+00792.377808	+35.844872	+128.635620	+06.375126	+02.819768	278.9	075.199425	+00.000000	184	
+00795.752747	+35.844864	+128.635681	+06.386721	+02.791150	279.1	075.202187	+00.000000	185	
+00799.127686	+35.844852	+128.635742	+06.398378	+02.762533	279.2	075.204948	+00.000000	186	
+00802.502625	+35.844845	+128.635803	+06.410100	+02.733915	279.4	075.207710	+00.000000	187	
+00805.877563	+35.844833	+128.635864	+06.421886	+02.705298	279.6	075.210480	+00.000000	188	
+00809.252502	+35.844826	+128.635925	+06.433735	+02.676680	279.8	075.213242	+00.000000	189	
+00812.627441	+35.844814	+128.635986	+06.445645	+02.648063	280.0	075.216011	+00.000000	190	
+00816.002380	+35.844807	+128.636047	+06.457619	+02.619445	280.1	075.218773	+00.000000	191	
+00819.377319	+35.844799	+128.636108	+06.469654	+02.590828	280.3	075.221535	+00.000000	192	
+00822.752258	+35.844788	+128.636169	+06.481750	+02.562210	280.5	075.224304	+00.000000	193	
+00826.127197	+35.844780	+128.636230	+06.493908	+02.533593	280.7	075.227066	+00.000000	194	
+00829.502136	+35.844769	+128.636292	+06.506127	+02.504975	280.8	075.229836	+00.000000	195	
+00832.877075	+35.844757	+128.636353	+06.518406	+02.476358	281.0	075.232605	+00.000000	196	
+00836.252014	+35.844749	+128.636414	+06.530746	+02.447740	281.2	075.235367	+00.000000	197	
+00839.626953	+35.844738	+128.636475	+06.543145	+02.419123	281.4	075.238136	+00.000000	198	
+00843.001892	+35.844730	+128.636536	+06.555604	+02.390505	281.5	075.240898	+00.000000	199	
+00846.376831	+35.844723	+128.636597	+06.568122	+02.361888	281.7	075.243660	+00.000000	200	
+00849.751770	+35.844711	+128.636658	+06.580699	+02.333270	281.9	075.246429	+00.000000	201	
+00853.126709	+35.844704	+128.636719	+06.593334	+02.304653	282.1	075.249191	+00.000000	202	
+00856.501648	+35.844692	+128.636780	+06.606028	+02.276035	282.2	075.251961	+00.000000	203	
+00859.876587	+35.844681	+128.636841	+06.618780	+02.247418	282.4	075.254730	+00.000000	204	
+00863.251526	+35.844673	+128.636902	+06.631589	+02.218800	282.6	075.257492	+00.000000	205	
+00866.626465	+35.844662	+128.636963	+06.644454	+02.190183	282.7	075.260262	+00.000000	206	
+00870.001404	+35.844654	+128.637024	+06.657378	+02.161565	282.9	075.263023	+00.000000	207	
+00873.376343	+35.844643	+128.637085	+06.670357	+02.132948	283.1	075.265793	+00.000000	208	
+00876.751282	+35.844635	+128.637146	+06.683393	+02.104330	283.2	075.268555	+00.000000	209	
+00880.126221	+35.844624	+128.637207	+06.696484	+02.075713	283.4	075.271324	+00.000000	210	
+00883.501160	+35.844616	+128.637268	+06.709631	+02.047095	283.6	075.274086	+00.000000	211	
+00886.876099	+35.844608	+128.637329	+06.722834	+02.018478	283.7	075.276848	+00.000000	212	
+00890.251038	+35.844597	+128.637390	+06.736091	+01.989860	283.9	075.279617	+00.000000	213	
+00893.625977	+35.844585	+128.637451	+06.749402	+01.961243	284.1	075.282387	+00.000000	214	
+00897.000916	+35.844578	+128.637512	+06.762768	+01.932625	284.2	075.285149	+00.000000	215	
+00900.375854	+35.844566	+128.637573	+06.776188	+01.904008	284.4	075.287918	+00.000000	216	
+00903.750793	+35.844559	+128.637634	+06.789661	+01.875390	284.5	075.290680	+00.000000	217	
+00907.125732	+35.844547	+128.637695	+06.803187	+01.846773	284.7	075.293449	+00.000000	218	
+00910.500671	+35.844540	+128.637756	+06.816767	+01.818155	284.9	075.296211	+00.000000	219	
+00913.875610	+35.844532	+128.637817	+06.830400	+01.789538	285.0	075.298973	+00.000000	220	
+00917.250549	+35.844521	+128.637878	+06.844084	+01.760920	285.2	075.301743	+00.000000	221	
+00920.625488	+35.844509	+128.637939	+06.857820	+01.732303	285.3	075.304512	+00.000000	222	
+00924.000427	+35.844501	+128.638000	+06.871609	+01.703685	285.5	075.307274	+00.000000	223	
+00927.375366	+35.844494	+128.638062	+06.885448	+01.675068	285.6	075.310036	+00.000000	224	
+00930.750305	+35.844482	+128.638123	+06.899339	+01.646450	285.8	075.312805	+00.000000	225	
+00934.125244	+35.844471	+128.638184	+06.913280	+01.617833	286.0	075.315575	+00.000000	226	
+00937.500183	+35.844463	+128.638245	+06.927272	+01.589215	286.1	075.318336	+00.000000	227	
+00940.875122	+35.844452	+128.638306	+06.941315	+01.560598	286.3	075.321106	+00.000000	228	
+00944.250061	+35.844444	+128.638367	+06.955407	+01.531980	286.4	075.323868	+00.000000	229	
+00947.625000	+35.844433	+128.638428	+06.969548	+01.503363	286.6	075.326637	+00.000000	230	
+00950.999939	+35.844425	+128.638489	+06.983738	+01.474745	286.7	075.329399	+00.000000	231	
+00954.374878	+35.844418	+128.638550	+06.997978	+01.446128	286.9	075.332161	+00.000000	232	
+00957.749817	+35.844406	+128.638611	+07.012267	+01.417510	287.0	075.334930	+00.000000	233	
+00961.124756	+35.844395	+128.638672	+07.026603	+01.388893	287.2	075.337700	+00.000000	234	
+00964.499695	+35.844387	+128.638733	+07.040988	+01.360275	287.3	075.340462	+00.000000	235	
+00967.874634	+35.844376	+128.638794	+07.055420	+01.331658	287.5	075.343231	+00.000000	236	
+00971.249573	+35.844368	+128.638855	+07.069901	+01.303040	287.6	075.345993	+00.000000	237	
+00974.624512	+35.844360	+128.638916	+07.084427	+01.274423	287.8	075.348755	+00.000000	238	
+00977.999451	+35.844349	+128.638977	+07.099001	+01.245805	287.9	075.351524	+00.000000	239	
+00981.374390	+35.844337	+128.639038	+07.113622	+01.217188	288.1	075.354294	+00.000000	240	
+00984.749329	+35.844330	+128.639099	+07.128289	+01.188570	288.2	075.357056	+00.000000	241	
+00988.124268	+35.844322	+128.639160	+07.143002	+01.159953	288.4	075.359818	+00.000000	242	
+00991.499207	+35.844311	+128.639221	+07.157760	+01.131335	288.5	075.362587	+00.000000	243	
+00994.874146	+35.844303	+128.639282	+07.172564	+01.102718	288.6	075.365349	+00.000000	244	
+00998.249084	+35.844292	+128.639343	+07.187414	+01.074100	288.8	075.368118	+00.000000	245	
+01001.624023	+35.844280	+128.639404	+07.202308	+01.045483	288.9	075.370888	+00.000000	246	
+01004.998962	+35.844273	+128.639465	+07.217246	+01.016865	289.1	075.373650	+00.000000	247	
+01008.373901	+35.844261	+128.639526	+07.232229	+00.988248	289.2	075.376419	+00.000000	248	
+01011.748840	+35.844254	+128.639587	+07.247257	+00.959630	289.4	075.379181	+00.000000	249	
+01015.123779	+35.844246	+128.639648	+07.262328	+00.931013	289.5	075.381943	+00.000000	250	
+01018.498718	+35.844234	+128.639709	+07.277442	+00.902395	289.6	075.384712	+00.000000	251	
+01021.873657	+35.844223	+128.639771	+07.292601	+00.873778	289.8	075.387482	+00.000000	252	
+01025.248535	+35.844215	+128.639832	+07.307802	+00.845160	289.9	075.390244	+00.000000	253	
+01028.623413	+35.844204	+128.639893	+07.323046	+00.816543	290.0	075.393013	+00.000000	254	
+01031.998291	+35.844196	+128.639954	+07.338331	+00.787925	290.2	075.395775	+00.000000	255	
+01035.373169	+35.844189	+128.640015	+07.353659	+00.759308	290.3	075.398537	+00.000000	256	
+01038.748047	+35.844177	+128.640076	+07.369030	+00.730690	290.5	075.401306	+00.000000	257	
+01042.122925	+35.844166	+128.640137	+07.384441	+00.702073	290.6	075.404076	+00.000000	258	
+01045.497803	+35.844158	+128.640198	+07.399894	+00.673455	290.7	075.406837	+00.000000	259	
+01048.872681	+35.844147	+128.640259	+07.415388	+00.644838	290.9	075.409607	+00.000000	260	
+01052.247559	+35.844139	+128.640320	+07.430923	+00.616220	291.0	075.412369	+00.000000	261	
+01055.622437	+35.844128	+128.640381	+07.446499	+00.587603	291.1	075.415138	+00.000000	262	
+01058.997314	+35.844120	+128.640442	+07.462115	+00.558985	291.3	075.417900	+00.000000	263	
+01062.372192	+35.844109	+128.640503	+07.477771	+00.530368	291.4	075.420670	+00.000000	264	
+01065.747070	+35.844101	+128.640564	+07.493467	+00.501750	291.5	075.423431	+00.000000	265	
+01069.121948	+35.844093	+128.640625	+07.509203	+00.473133	291.7	075.426193	+00.000000	266	
+01072.496826	+35.844082	+128.640686	+07.524979	+00.444515	291.8	075.428963	+00.000000	267	
+01075.871704	+35.844074	+128.640747	+07.540793	+00.415898	291.9	075.431725	+00.000000	268	
+01079.246582	+35.844063	+128.640808	+07.556645	+00.387280	292.1	075.434494	+00.000000	269	
+01082.621460	+35.844051	+128.640869	+07.572538	+00.358663	292.2	075.437263	+00.000000	270	
+01085.996338	+35.844044	+128.640930	+07.588469	+00.330045	292.3	075.440025	+00.000000	271	
+01089.371216	+35.844036	+128.640991	+07.604437	+00.301428	292.4	075.442787	+00.000000	272	
+01092.746094	+35.844025	+128.641068	+07.620443	+00.272810	292.6	075.445557	+00.000000	273	
+01096.120972	+35.844013	+128.641144	+07.636487	+00.244193	292.7	075.448326	+00.000000	274	
+01099.495850	+35.844006	+128.641205	+07.652569	+00.215575	292.8	075.451088	+00.000000	275	
+01102.870728	+35.843994	+128.641281	+07.668688	+00.186958	292.9	075.453857	+00.000000	276	
+01106.245605	+35.843987	+128.641342	+07.684844	+00.158340	293.1	075.456619	+00.000000	277	
+01109.620483	+35.843975	+128.641418	+07.701035	+00.129723	293.2	075.459389	+00.000000	278	
+01112.995361	+35.843967	+128.641479	+07.717265	+00.101105	293.3	075.462151	+00.000000	279	
+01116.370239	+35.843960	+128.641541	+07.733531	+00.072488	293.4	075.464912	+00.000000	280	
+01119.745117	+35.843948	+128.641617	+07.749831	+00.043870	293.6	075.467682	+00.000000	281	
+01123.120117	+35.843937	+128.641693	+07.766168	+00.015253	293.7	075.470451	+00.000000	282	
