Altitude (m)	Latitude	Longitude	WindF (m/s)	T (¡ÆC)	Dir (¡Æ)	RH	Distance (km)	Time (s)	
+01023.640015	+48.778248	+2.037610	+11.834611	+06.280000	258.0	087.400002	+00.000000	91	
+01027.640015	+48.778248	+2.037724	+11.903876	+06.230000	257.8	087.699997	+00.000000	92	
+01031.250000	+48.778248	+2.037896	+11.979502	+06.210000	257.5	087.500000	+00.000000	93	
+01035.010010	+48.778305	+2.038011	+12.054650	+06.170000	257.4	087.400002	+00.000000	94	
+01039.109985	+48.778305	+2.038183	+12.131510	+06.120000	257.3	087.699997	+00.000000	95	
+01042.540039	+48.778358	+2.038297	+12.206560	+06.100000	257.3	087.800003	+00.000000	96	
+01046.449951	+48.778416	+2.038469	+12.269823	+06.050000	257.3	087.699997	+00.000000	97	
+01050.839966	+48.778416	+2.038584	+12.320773	+06.000000	257.5	087.599998	+00.000000	98	
+01054.819946	+48.778477	+2.038756	+12.363122	+05.980000	257.6	087.500000	+00.000000	99	
+01058.390015	+48.778477	+2.038928	+12.396708	+05.910000	257.7	087.599998	+00.000000	100	
+01062.589966	+48.778534	+2.039099	+12.428769	+05.890000	258.0	087.800003	+00.000000	101	
+01066.469971	+48.778591	+2.039271	+12.461464	+05.870000	258.2	088.300003	+00.000000	102	
+01069.709961	+48.778591	+2.039443	+12.497689	+05.840000	258.4	089.000000	+00.000000	103	
+01073.089966	+48.778645	+2.039615	+12.538667	+05.800000	258.7	089.400002	+00.000000	104	
+01077.770020	+48.778706	+2.039730	+12.584449	+05.750000	258.9	089.699997	+00.000000	105	
+01082.890015	+48.778706	+2.039902	+12.631618	+05.730000	259.2	090.000000	+00.000000	106	
+01086.900024	+48.778706	+2.040016	+12.682261	+05.700000	259.5	090.300003	+00.000000	107	
+01089.589966	+48.778706	+2.040188	+12.741121	+05.680000	259.7	090.500000	+00.000000	108	
+01092.959961	+48.778706	+2.040303	+12.804737	+05.640000	260.0	090.699997	+00.000000	109	
+01097.089966	+48.778706	+2.040417	+12.881976	+05.640000	260.4	090.800003	+00.000000	110	
+01101.489990	+48.778763	+2.040532	+12.967084	+05.590000	260.7	091.000000	+00.000000	111	
+01105.459961	+48.778763	+2.040704	+13.052068	+05.520000	261.1	091.099998	+00.000000	112	
+01109.650024	+48.778820	+2.040876	+13.135790	+05.500000	261.5	091.300003	+00.000000	113	
+01112.829956	+48.778873	+2.041048	+13.212358	+05.450000	261.9	091.400002	+00.000000	114	
+01116.650024	+48.778934	+2.041219	+13.277266	+05.410000	262.4	091.400002	+00.000000	115	
+01120.589966	+48.778934	+2.041391	+13.335073	+05.410000	262.8	091.400002	+00.000000	116	
+01124.359985	+48.778992	+2.041620	+13.388301	+05.360000	263.2	091.500000	+00.000000	117	
+01127.709961	+48.779049	+2.041792	+13.440681	+05.340000	263.6	091.599998	+00.000000	118	
+01131.739990	+48.779049	+2.041964	+13.491664	+05.310000	264.0	091.900002	+00.000000	119	
+01136.020020	+48.779106	+2.042193	+13.546453	+05.270000	264.4	092.000000	+00.000000	120	
+01140.079956	+48.779163	+2.042365	+13.594090	+05.220000	264.8	092.099998	+00.000000	121	
+01143.689941	+48.779163	+2.042594	+13.635228	+05.180000	265.2	092.099998	+00.000000	122	
+01147.810059	+48.779163	+2.042824	+13.661059	+05.150000	265.7	092.199997	+00.000000	123	
+01151.709961	+48.779163	+2.043053	+13.676002	+05.110000	266.1	092.400002	+00.000000	124	
+01154.989990	+48.779163	+2.043282	+13.689734	+05.090000	266.6	092.400002	+00.000000	125	
+01158.790039	+48.779163	+2.043511	+13.698915	+05.040000	267.0	092.500000	+00.000000	126	
+01162.869995	+48.779163	+2.043741	+13.697236	+05.020000	267.4	092.699997	+00.000000	127	
+01166.550049	+48.779163	+2.043970	+13.689443	+04.970000	267.8	092.800003	+00.000000	128	
+01170.319946	+48.779163	+2.044199	+13.674556	+04.950000	268.1	093.000000	+00.000000	129	
+01174.060059	+48.779163	+2.044371	+13.652471	+04.900000	268.4	093.099998	+00.000000	130	
+01177.920044	+48.779106	+2.044600	+13.626412	+04.880000	268.6	093.199997	+00.000000	131	
+01181.359985	+48.779106	+2.044772	+13.598189	+04.880000	268.7	093.400002	+00.000000	132	
+01185.069946	+48.779106	+2.045001	+13.570459	+04.830000	268.8	093.599998	+00.000000	133	
+01189.199951	+48.779106	+2.045230	+13.551478	+04.810000	268.8	093.699997	+00.000000	134	
+01192.780029	+48.779106	+2.045402	+13.535024	+04.790000	268.8	093.699997	+00.000000	135	
+01196.239990	+48.779106	+2.045631	+13.510924	+04.740000	268.8	093.800003	+00.000000	136	
+01200.439941	+48.779049	+2.045861	+13.489848	+04.720000	268.7	093.900002	+00.000000	137	
+01203.880005	+48.779049	+2.046032	+13.469101	+04.720000	268.7	093.900002	+00.000000	138	
+01207.359985	+48.779049	+2.046262	+13.448421	+04.700000	268.7	093.599998	+00.000000	139	
+01211.599976	+48.779049	+2.046433	+13.423099	+04.670000	268.7	093.099998	+00.000000	140	
+01215.630005	+48.778992	+2.046663	+13.397692	+04.700000	268.8	092.800003	+00.000000	141	
+01218.569946	+48.778992	+2.046834	+13.375460	+04.670000	268.8	092.800003	+00.000000	142	
+01222.689941	+48.778992	+2.047006	+13.355040	+04.650000	269.0	092.800003	+00.000000	143	
+01227.800049	+48.778934	+2.047178	+13.338576	+04.610000	269.1	092.400002	+00.000000	144	
+01231.959961	+48.778934	+2.047350	+13.324338	+04.560000	269.3	092.300003	+00.000000	145	
+01235.650024	+48.778934	+2.047522	+13.306808	+04.560000	269.5	092.300003	+00.000000	146	
+01239.589966	+48.778873	+2.047694	+13.291803	+04.540000	269.6	092.500000	+00.000000	147	
+01243.880005	+48.778873	+2.047923	+13.270524	+04.490000	269.6	092.699997	+00.000000	148	
+01248.199951	+48.778873	+2.048095	+13.255362	+04.470000	269.6	093.099998	+00.000000	149	
+01251.439941	+48.778820	+2.048324	+13.229823	+04.470000	269.4	093.599998	+00.000000	150	
+01255.290039	+48.778820	+2.048496	+13.200233	+04.430000	269.3	094.099998	+00.000000	151	
+01259.729980	+48.778820	+2.048668	+13.156091	+04.400000	269.0	094.500000	+00.000000	152	
+01263.750000	+48.778820	+2.048783	+13.094273	+04.380000	268.7	094.500000	+00.000000	153	
+01266.400024	+48.778763	+2.048954	+13.019703	+04.380000	268.4	094.300003	+00.000000	154	
+01270.050049	+48.778763	+2.049069	+12.935801	+04.360000	268.1	094.199997	+00.000000	155	
+01274.760010	+48.778763	+2.049184	+12.850493	+04.310000	267.8	094.000000	+00.000000	156	
+01278.920044	+48.778763	+2.049298	+12.773178	+04.290000	267.5	093.900002	+00.000000	157	
+01282.260010	+48.778763	+2.049470	+12.692590	+04.270000	267.3	093.699997	+00.000000	158	
+01286.329956	+48.778820	+2.049585	+12.619097	+04.220000	267.0	093.400002	+00.000000	159	
+01290.280029	+48.778820	+2.049699	+12.541153	+04.220000	266.9	092.699997	+00.000000	160	
+01293.900024	+48.778873	+2.049871	+12.472861	+04.220000	266.7	091.900002	+00.000000	161	
+01297.589966	+48.778873	+2.049986	+12.405311	+04.220000	266.5	091.500000	+00.000000	162	
+01301.650024	+48.778934	+2.050100	+12.338163	+04.200000	266.3	091.400002	+00.000000	163	
+01305.469971	+48.778992	+2.050215	+12.283190	+04.150000	266.1	091.199997	+00.000000	164	
+01308.930054	+48.778992	+2.050387	+12.242898	+04.130000	265.9	091.000000	+00.000000	165	
+01314.569946	+48.779049	+2.050501	+12.214364	+04.080000	265.8	090.400002	+00.000000	166	
+01321.729980	+48.779106	+2.050673	+12.190997	+04.060000	265.6	090.000000	+00.000000	167	
+01329.020020	+48.779106	+2.050788	+12.157802	+04.010000	265.3	089.800003	+00.000000	168	
+01333.089966	+48.779163	+2.050960	+12.133766	+04.010000	265.1	089.300003	+00.000000	169	
+01338.540039	+48.779163	+2.051189	+12.113643	+03.970000	264.8	089.300003	+00.000000	170	
+01343.689941	+48.779163	+2.051476	+12.095999	+03.920000	264.4	089.199997	+00.000000	171	
+01347.939941	+48.779163	+2.051704	+12.091483	+03.920000	264.0	089.099998	+00.000000	172	
+01353.319946	+48.779221	+2.051934	+12.104823	+03.880000	263.6	089.199997	+00.000000	173	
+01359.270020	+48.779278	+2.052163	+12.145419	+03.830000	263.2	089.199997	+00.000000	174	
+01364.239990	+48.779335	+2.052335	+12.203791	+03.790000	262.9	089.300003	+00.000000	175	
+01369.260010	+48.779392	+2.052507	+12.273728	+03.740000	262.6	089.300003	+00.000000	176	
+01375.599976	+48.779449	+2.052564	+12.349544	+03.670000	262.4	089.500000	+00.000000	177	
+01381.540039	+48.779449	+2.052679	+12.429172	+03.650000	262.4	089.500000	+00.000000	178	
+01385.420044	+48.779449	+2.052793	+12.519858	+03.600000	262.6	089.599998	+00.000000	179	
+01388.199951	+48.779392	+2.052965	+12.602157	+03.580000	262.9	089.699997	+00.000000	180	
+01391.180054	+48.779392	+2.053194	+12.675631	+03.560000	263.2	089.900002	+00.000000	181	
+01395.150024	+48.779335	+2.053366	+12.751245	+03.540000	263.6	090.000000	+00.000000	182	
+01402.709961	+48.779335	+2.053595	+12.811704	+03.490000	264.2	090.199997	+00.000000	183	
+01410.089966	+48.779335	+2.053767	+12.859923	+03.420000	264.8	090.099998	+00.000000	184	
+01416.829956	+48.779392	+2.053939	+12.890893	+03.360000	265.4	089.900002	+00.000000	185	
+01421.890015	+48.779392	+2.054054	+12.903163	+03.330000	265.9	089.800003	+00.000000	186	
+01426.280029	+48.779392	+2.054168	+12.893240	+03.310000	266.4	090.000000	+00.000000	187	
+01431.150024	+48.779392	+2.054340	+12.863720	+03.260000	266.8	090.000000	+00.000000	188	
+01435.599976	+48.779392	+2.054569	+12.814006	+03.220000	267.1	090.199997	+00.000000	189	
+01440.339966	+48.779335	+2.054741	+12.760081	+03.240000	267.2	089.500000	+00.000000	190	
+01446.209961	+48.779278	+2.054971	+12.703584	+03.220000	267.4	089.400002	+00.000000	191	
+01453.390015	+48.779278	+2.055200	+12.650028	+03.170000	267.6	089.300003	+00.000000	192	
+01460.270020	+48.779278	+2.055314	+12.592191	+03.170000	267.9	089.000000	+00.000000	193	
+01464.849976	+48.779278	+2.055486	+12.543109	+03.170000	268.2	088.900002	+00.000000	194	
+01467.449951	+48.779335	+2.055601	+12.498989	+03.150000	268.6	088.900002	+00.000000	195	
+01471.530029	+48.779392	+2.055773	+12.455039	+03.150000	268.9	089.400002	+00.000000	196	
+01476.349976	+48.779449	+2.055944	+12.406225	+03.130000	269.3	089.500000	+00.000000	197	
+01481.780029	+48.779507	+2.056174	+12.363604	+03.130000	269.7	089.300003	+00.000000	198	
+01485.900024	+48.779507	+2.056403	+12.316730	+03.130000	270.1	089.300003	+00.000000	199	
+01490.040039	+48.779507	+2.056632	+12.269724	+03.080000	270.5	089.300003	+00.000000	200	
+01494.410034	+48.779449	+2.056804	+12.210894	+03.040000	270.9	089.400002	+00.000000	201	
+01498.439941	+48.779392	+2.056976	+12.157923	+03.010000	271.2	089.500000	+00.000000	202	
+01501.619995	+48.779392	+2.057148	+12.100913	+02.990000	271.3	089.599998	+00.000000	203	
+01505.810059	+48.779335	+2.057262	+12.035240	+02.950000	271.3	089.800003	+00.000000	204	
+01512.260010	+48.779335	+2.057377	+11.952179	+02.880000	271.3	090.099998	+00.000000	205	
+01519.890015	+48.779278	+2.057491	+11.855623	+02.830000	271.1	090.500000	+00.000000	206	
+01527.550049	+48.779335	+2.057606	+11.761763	+02.770000	271.0	090.699997	+00.000000	207	
+01533.829956	+48.779335	+2.057778	+11.669087	+02.720000	270.9	090.800003	+00.000000	208	
+01538.630005	+48.779335	+2.058007	+11.572412	+02.700000	270.8	090.699997	+00.000000	209	
+01543.130005	+48.779392	+2.058236	+11.489774	+02.650000	270.7	090.800003	+00.000000	210	
+01547.189941	+48.779449	+2.058465	+11.414493	+02.630000	270.8	090.900002	+00.000000	211	
+01551.540039	+48.779449	+2.058637	+11.347052	+02.610000	270.9	090.900002	+00.000000	212	
+01557.560059	+48.779507	+2.058809	+11.277333	+02.560000	271.0	091.000000	+00.000000	213	
+01563.750000	+48.779507	+2.058924	+11.201035	+02.490000	271.2	091.099998	+00.000000	214	
+01568.239990	+48.779507	+2.059038	+11.124738	+02.470000	271.5	091.199997	+00.000000	215	
+01572.739990	+48.779449	+2.059153	+11.050315	+02.430000	271.9	091.300003	+00.000000	216	
+01577.089966	+48.779392	+2.059268	+10.985592	+02.380000	272.3	091.500000	+00.000000	217	
+01580.719971	+48.779392	+2.059382	+10.929759	+02.360000	272.7	091.400002	+00.000000	218	
+01584.290039	+48.779335	+2.059554	+10.881966	+02.380000	273.1	091.199997	+00.000000	219	
+01588.290039	+48.779278	+2.059726	+10.859641	+02.340000	273.5	091.199997	+00.000000	220	
+01592.079956	+48.779278	+2.059898	+10.858740	+02.310000	273.8	091.099998	+00.000000	221	
+01596.859985	+48.779278	+2.060012	+10.860235	+02.290000	273.9	091.000000	+00.000000	222	
+01600.630005	+48.779221	+2.060184	+10.884823	+02.250000	273.9	091.000000	+00.000000	223	
+01604.839966	+48.779221	+2.060299	+10.920485	+02.220000	273.9	091.000000	+00.000000	224	
+01609.760010	+48.779221	+2.060413	+10.971179	+02.180000	273.7	090.800003	+00.000000	225	
+01614.180054	+48.779221	+2.060528	+11.033670	+02.130000	273.5	090.800003	+00.000000	226	
+01617.619995	+48.779221	+2.060643	+11.102138	+02.130000	273.3	090.699997	+00.000000	227	
+01621.079956	+48.779278	+2.060757	+11.168651	+02.130000	273.1	090.599998	+00.000000	228	
+01625.380005	+48.779278	+2.060929	+11.211271	+02.090000	273.0	090.599998	+00.000000	229	
+01630.550049	+48.779278	+2.061044	+11.239507	+02.040000	273.0	090.699997	+00.000000	230	
+01634.459961	+48.779278	+2.061216	+11.240582	+02.020000	273.1	090.599998	+00.000000	231	
+01637.900024	+48.779278	+2.061330	+11.225328	+02.020000	273.4	090.599998	+00.000000	232	
+01641.400024	+48.779278	+2.061502	+11.210344	+01.980000	273.7	090.599998	+00.000000	233	
+01645.619995	+48.779278	+2.061617	+11.187156	+01.980000	274.1	090.599998	+00.000000	234	
+01650.869995	+48.779278	+2.061731	+11.168567	+01.910000	274.4	090.699997	+00.000000	235	
+01655.170044	+48.779278	+2.061903	+11.161871	+01.860000	274.7	090.699997	+00.000000	236	
+01659.349976	+48.779278	+2.062018	+11.158528	+01.840000	274.9	090.699997	+00.000000	237	
+01663.469971	+48.779278	+2.062132	+11.159320	+01.800000	275.0	090.699997	+00.000000	238	
+01667.760010	+48.779278	+2.062304	+11.170114	+01.770000	274.9	090.599998	+00.000000	239	
+01672.560059	+48.779278	+2.062419	+11.211289	+01.720000	274.8	090.699997	+00.000000	240	
+01678.109985	+48.779221	+2.062534	+11.294850	+01.660000	274.5	090.699997	+00.000000	241	
+01683.599976	+48.779221	+2.062705	+11.416637	+01.630000	274.2	090.699997	+00.000000	242	
+01689.209961	+48.779163	+2.062820	+11.568045	+01.590000	273.8	090.900002	+00.000000	243	
+01694.939941	+48.779106	+2.062992	+11.739351	+01.520000	273.5	091.099998	+00.000000	244	
+01700.050049	+48.779106	+2.063221	+11.911087	+01.480000	273.2	091.400002	+00.000000	245	
+01706.329956	+48.779049	+2.063450	+12.078144	+01.410000	272.9	091.599998	+00.000000	246	
+01712.770020	+48.779049	+2.063737	+12.228109	+01.340000	272.7	091.900002	+00.000000	247	
+01719.420044	+48.779049	+2.063966	+12.366275	+01.270000	272.6	092.099998	+00.000000	248	
+01724.339966	+48.779106	+2.064195	+12.502023	+01.250000	272.8	092.300003	+00.000000	249	
+01730.030029	+48.779106	+2.064310	+12.632890	+01.210000	273.0	092.400002	+00.000000	250	
+01736.069946	+48.779163	+2.064481	+12.765365	+01.160000	273.2	092.400002	+00.000000	251	
+01742.040039	+48.779163	+2.064596	+12.880158	+01.160000	273.6	092.199997	+00.000000	252	
+01749.540039	+48.779106	+2.064711	+12.976092	+01.120000	273.9	092.000000	+00.000000	253	
+01755.770020	+48.779049	+2.064883	+13.045855	+01.070000	274.1	091.800003	+00.000000	254	
+01758.979980	+48.778992	+2.065055	+13.105093	+01.050000	274.3	091.800003	+00.000000	255	
+01763.910034	+48.778992	+2.065226	+13.161784	+01.050000	274.3	092.000000	+00.000000	256	
+01769.670044	+48.778992	+2.065398	+13.213211	+00.960000	274.1	092.000000	+00.000000	257	
+01775.109985	+48.778992	+2.065570	+13.261876	+00.890000	273.8	092.000000	+00.000000	258	
+01780.810059	+48.779049	+2.065742	+13.310474	+00.850000	273.5	092.199997	+00.000000	259	
+01787.729980	+48.779106	+2.065914	+13.357686	+00.780000	273.0	092.400002	+00.000000	260	
+01794.270020	+48.779106	+2.066143	+13.405473	+00.710000	272.6	092.599998	+00.000000	261	
+01799.060059	+48.779163	+2.066372	+13.440816	+00.670000	272.0	092.699997	+00.000000	262	
+01804.410034	+48.779106	+2.066601	+13.477482	+00.620000	271.5	092.800003	+00.000000	263	
+01809.890015	+48.779049	+2.066888	+13.520838	+00.580000	270.9	093.099998	+00.000000	264	
+01816.630005	+48.779049	+2.067174	+13.578720	+00.530000	270.4	093.500000	+00.000000	265	
+01823.729980	+48.778992	+2.067404	+13.644060	+00.460000	269.8	093.800003	+00.000000	266	
+01828.829956	+48.778992	+2.067575	+13.703691	+00.420000	269.4	094.000000	+00.000000	267	
+01833.689941	+48.779049	+2.067747	+13.773300	+00.350000	268.9	094.000000	+00.000000	268	
+01837.900024	+48.779049	+2.067862	+13.857057	+00.330000	268.6	094.199997	+00.000000	269	
+01843.300049	+48.779049	+2.067919	+13.958459	+00.280000	268.3	094.400002	+00.000000	270	
+01849.619995	+48.779049	+2.068034	+14.073485	+00.220000	268.1	094.699997	+00.000000	271	
+01854.560059	+48.778992	+2.068206	+14.187494	+00.170000	267.9	094.900002	+00.000000	272	
+01860.010010	+48.778934	+2.068321	+14.301827	+00.080000	267.7	095.199997	+00.000000	273	
+01867.239990	+48.778873	+2.068492	+14.402780	+00.040000	267.4	095.500000	+00.000000	274	
+01874.859985	+48.778820	+2.068722	+14.480582	-00.030000	267.2	095.900002	+00.000000	275	
+01881.150024	+48.778820	+2.068893	+14.520083	-00.100000	267.0	096.099998	+00.000000	276	
+01885.479980	+48.778873	+2.069065	+14.520169	-00.140000	266.7	096.099998	+00.000000	277	
+01889.579956	+48.778873	+2.069237	+14.501658	-00.190000	266.5	096.199997	+00.000000	278	
+01893.729980	+48.778934	+2.069466	+14.456029	-00.250000	266.3	096.400002	+00.000000	279	
+01897.290039	+48.778992	+2.069638	+14.373506	-00.280000	266.2	096.500000	+00.000000	280	
+01901.670044	+48.779049	+2.069867	+14.268437	-00.300000	266.1	096.699997	+00.000000	281	
+01906.530029	+48.779106	+2.070096	+14.135406	-00.320000	265.9	097.000000	+00.000000	282	
