Altitude (m)	Latitude	Longitude	WindF (m/s)	T (¡ÆC)	Dir (¡Æ)	RH	Distance (km)	Time (s)	
+00546.039978	+35.845234	+128.625153	+01.629820	+16.330000	077.7	066.599998	+00.000000	68	
+00549.429993	+35.845169	+128.625092	+01.737431	+16.280001	077.1	067.099998	+00.000000	69	
+00554.909973	+35.845161	+128.625000	+01.831437	+16.219999	075.3	067.099998	+00.000000	70	
+00561.809998	+35.845215	+128.624954	+01.931625	+16.219999	073.0	067.300003	+00.000000	71	
+00565.960022	+35.845261	+128.624969	+02.056036	+16.200001	071.5	067.599998	+00.000000	72	
+00571.450012	+35.845234	+128.625046	+02.167372	+16.150000	069.9	068.000000	+00.000000	73	
+00578.159973	+35.845192	+128.625031	+02.302319	+16.090000	069.1	067.900002	+00.000000	74	
+00581.299988	+35.845169	+128.624924	+02.475131	+16.090000	067.8	067.599998	+00.000000	75	
+00588.570007	+35.845177	+128.624817	+02.635205	+16.090000	066.9	067.900002	+00.000000	76	
+00595.549988	+35.845177	+128.624802	+02.763027	+16.090000	067.2	067.900002	+00.000000	77	
+00597.900024	+35.845142	+128.624847	+02.878332	+16.040001	067.2	067.900002	+00.000000	78	
+00601.830017	+35.845074	+128.624893	+02.976804	+16.040001	066.8	067.800003	+00.000000	79	
+00609.960022	+35.845055	+128.624878	+03.078955	+16.020000	065.9	067.400002	+00.000000	80	
+00617.599976	+35.845074	+128.624832	+03.214995	+16.090000	065.7	065.699997	+00.000000	81	
+00626.119995	+35.845081	+128.624786	+03.341964	+16.200001	065.6	064.800003	+00.000000	82	
+00631.179993	+35.845055	+128.624710	+03.452621	+16.219999	065.1	064.500000	+00.000000	83	
+00635.665039	+35.845055	+128.624619	+03.568870	+16.209999	064.8	064.449997	+00.000000	84	
+00640.150024	+35.845058	+128.624527	+03.686454	+16.200001	064.1	064.400002	+00.000000	85	
+00646.359985	+35.845089	+128.624527	+03.763660	+16.219999	063.8	063.700001	+00.000000	86	
+00652.270020	+35.845058	+128.624573	+03.864851	+16.200001	063.9	063.400002	+00.000000	87	
+00656.200012	+35.844997	+128.624573	+03.990897	+16.170000	063.8	063.000000	+00.000000	88	
+00661.070007	+35.844921	+128.624512	+04.132647	+16.200001	063.8	061.799999	+00.000000	89	
+00666.400024	+35.844887	+128.624420	+04.243347	+16.200001	063.8	060.900002	+00.000000	90	
+00671.380005	+35.844879	+128.624329	+04.357626	+16.219999	064.4	059.799999	+00.000000	91	
+00676.559998	+35.844852	+128.624298	+04.447057	+16.219999	065.3	059.099998	+00.000000	92	
+00679.619995	+35.844803	+128.624329	+04.554521	+16.200001	066.3	059.700001	+00.000000	93	
+00687.340027	+35.844795	+128.624344	+04.686220	+16.090000	067.3	057.900002	+00.000000	94	
+00692.599976	+35.844830	+128.624268	+04.820518	+16.070000	068.1	057.500000	+00.000000	95	
+00698.059998	+35.844837	+128.624130	+04.907519	+16.090000	068.7	055.500000	+00.000000	96	
+00703.609985	+35.844753	+128.624039	+04.995278	+16.070000	069.2	055.700001	+00.000000	97	
+00709.780029	+35.844719	+128.624039	+05.069453	+16.045000	069.6	054.150002	+00.000000	98	
+00715.950012	+35.844681	+128.624039	+05.113151	+16.020000	069.9	052.599998	+00.000000	99	
+00717.719971	+35.844734	+128.623962	+05.168561	+15.990000	070.1	052.000000	+00.000000	100	
+00725.429993	+35.844772	+128.623856	+05.253187	+16.020000	070.3	051.500000	+00.000000	101	
+00733.700012	+35.844746	+128.623795	+05.335137	+16.040001	070.5	050.400002	+00.000000	102	
+00736.010010	+35.844677	+128.623779	+05.423721	+16.070000	070.7	050.099998	+00.000000	103	
+00738.929993	+35.844582	+128.623779	+05.476295	+16.020000	071.0	049.900002	+00.000000	104	
+00746.479980	+35.844532	+128.623749	+05.485495	+15.990000	071.2	049.700001	+00.000000	105	
+00752.929993	+35.844524	+128.623642	+05.495045	+15.990000	071.6	049.500000	+00.000000	106	
+00758.334961	+35.844559	+128.623535	+05.576169	+16.005001	072.4	049.150002	+00.000000	107	
+00763.739990	+35.844589	+128.623444	+05.690351	+16.020000	073.2	048.799999	+00.000000	108	
+00769.489990	+35.844608	+128.623428	+05.801497	+16.020000	073.7	048.599998	+00.000000	109	
+00776.559998	+35.844593	+128.623352	+05.904219	+15.970000	074.1	048.599998	+00.000000	110	
+00779.210022	+35.844559	+128.623199	+05.979437	+15.940000	074.8	048.400002	+00.000000	111	
+00785.690002	+35.844509	+128.623093	+06.040279	+15.940000	075.9	048.599998	+00.000000	112	
+00791.159973	+35.844482	+128.623077	+06.096219	+15.910000	076.7	048.799999	+00.000000	113	
+00796.539978	+35.844498	+128.623093	+06.117638	+15.890000	077.1	048.900002	+00.000000	114	
+00802.294983	+35.844528	+128.622986	+06.135518	+15.865000	077.1	048.849998	+00.000000	115	
+00808.049988	+35.844559	+128.622864	+06.175487	+15.840000	077.1	048.799999	+00.000000	116	
+00815.659973	+35.844521	+128.622757	+06.214408	+15.840000	077.5	048.799999	+00.000000	117	
+00820.030029	+35.844482	+128.622757	+06.200623	+15.790000	078.1	048.900002	+00.000000	118	
+00823.789978	+35.844463	+128.622787	+06.161282	+15.730000	078.8	048.799999	+00.000000	119	
+00831.830017	+35.844467	+128.622742	+06.101392	+15.660000	079.6	048.799999	+00.000000	120	
+00834.000000	+35.844482	+128.622620	+06.049964	+15.630000	080.5	048.500000	+00.000000	121	
+00840.280029	+35.844467	+128.622559	+06.022104	+15.590000	081.2	048.650002	+00.000000	122	
+00846.559998	+35.844456	+128.622482	+06.021304	+15.550000	081.6	048.799999	+00.000000	123	
+00851.489990	+35.844383	+128.622467	+05.998828	+15.530000	082.2	048.900002	+00.000000	124	
+00859.500000	+35.844337	+128.622345	+05.986393	+15.450000	082.8	049.099998	+00.000000	125	
+00862.780029	+35.844383	+128.622208	+05.996927	+15.400000	083.6	049.200001	+00.000000	126	
+00867.510010	+35.844452	+128.622147	+05.982789	+15.430000	084.5	049.500000	+00.000000	127	
+00872.919983	+35.844448	+128.622162	+05.959961	+15.380000	085.0	049.599998	+00.000000	128	
+00879.599976	+35.844395	+128.622086	+05.968085	+15.300000	084.7	049.700001	+00.000000	129	
+00881.799988	+35.844383	+128.621964	+05.977769	+15.220000	084.4	049.799999	+00.000000	130	
+00885.179993	+35.844395	+128.621811	+06.003357	+15.270000	084.1	049.799999	+00.000000	131	
+00890.719971	+35.844379	+128.621704	+06.005608	+15.250000	084.1	050.000000	+00.000000	132	
+00894.049988	+35.844322	+128.621643	+06.004002	+15.220000	084.2	050.099998	+00.000000	133	
+00901.559998	+35.844288	+128.621567	+05.984681	+15.100000	084.4	050.099998	+00.000000	134	
+00906.104980	+35.844334	+128.621490	+05.990037	+15.060000	084.4	050.150002	+00.000000	135	
+00910.650024	+35.844379	+128.621399	+06.011067	+15.020000	084.3	050.200001	+00.000000	136	
+00917.849976	+35.844387	+128.621384	+06.043357	+14.990000	084.4	050.400002	+00.000000	137	
+00922.500000	+35.844349	+128.621368	+06.103031	+14.920000	084.4	050.500000	+00.000000	138	
+00927.030029	+35.844311	+128.621338	+06.168994	+14.880000	084.6	050.549999	+00.000000	139	
+00931.559998	+35.844273	+128.621292	+06.216576	+14.840000	085.1	050.599998	+00.000000	140	
+00936.590027	+35.844303	+128.621262	+06.250541	+14.770000	085.6	050.599998	+00.000000	141	
+00940.820007	+35.844357	+128.621185	+06.259491	+14.740000	085.9	050.799999	+00.000000	142	
+00945.729980	+35.844387	+128.621124	+06.288428	+14.720000	085.9	050.900002	+00.000000	143	
+00949.989990	+35.844398	+128.621048	+06.334690	+14.720000	086.0	050.900002	+00.000000	144	
+00955.609985	+35.844406	+128.621033	+06.334889	+14.640000	085.9	050.900002	+00.000000	145	
+00961.429993	+35.844418	+128.620956	+06.309944	+14.560000	085.8	051.000000	+00.000000	146	
+00965.979980	+35.844433	+128.620834	+06.271698	+14.510000	085.7	051.099998	+00.000000	147	
+00972.630005	+35.844418	+128.620697	+06.235599	+14.460000	085.6	051.200001	+00.000000	148	
+00980.849976	+35.844395	+128.620651	+06.202954	+14.390000	085.3	051.099998	+00.000000	149	
+00986.590027	+35.844387	+128.620636	+06.166709	+14.360000	084.7	051.400002	+00.000000	150	
+00991.430054	+35.844337	+128.620605	+06.117500	+14.299999	084.1	051.550003	+00.000000	151	
+00996.270020	+35.844288	+128.620590	+06.101484	+14.240000	083.7	051.700001	+00.000000	152	
+01001.200012	+35.844246	+128.620453	+06.109844	+14.160000	083.5	051.799999	+00.000000	153	
+01006.520020	+35.844280	+128.620316	+06.130220	+14.110000	083.4	051.799999	+00.000000	154	
+01011.250000	+35.844337	+128.620255	+06.131949	+14.110000	082.9	051.700001	+00.000000	155	
+01016.099976	+35.844360	+128.620255	+06.183729	+14.080000	082.4	051.700001	+00.000000	156	
+01023.080017	+35.844322	+128.620239	+06.264132	+14.010000	082.0	051.700001	+00.000000	157	
+01029.270020	+35.844273	+128.620132	+06.341991	+13.910000	081.7	051.599998	+00.000000	158	
+01033.060059	+35.844269	+128.619995	+06.396092	+13.860000	081.5	051.500000	+00.000000	159	
+01038.140015	+35.844296	+128.619858	+06.457432	+13.860000	081.2	051.799999	+00.000000	160	
+01041.900024	+35.844315	+128.619766	+06.501770	+13.880000	081.0	051.900002	+00.000000	161	
+01046.979980	+35.844307	+128.619690	+06.543741	+13.830000	080.6	051.599998	+00.000000	162	
+01052.760010	+35.844269	+128.619598	+06.561832	+13.780000	080.1	051.400002	+00.000000	163	
+01059.319946	+35.844212	+128.619537	+06.584346	+13.730000	079.5	051.299999	+00.000000	164	
+01065.510010	+35.844204	+128.619537	+06.595947	+13.630000	079.0	051.200001	+00.000000	165	
+01069.640015	+35.844261	+128.619507	+06.603372	+13.580000	078.8	050.799999	+00.000000	166	
+01077.020020	+35.844296	+128.619400	+06.610657	+13.550000	079.0	051.299999	+00.000000	167	
+01083.099976	+35.844257	+128.619324	+06.595587	+13.530000	079.2	051.700001	+00.000000	168	
+01084.439941	+35.844185	+128.619308	+06.552435	+13.430000	079.0	052.200001	+00.000000	169	
+01089.060059	+35.844120	+128.619293	+06.509097	+13.380000	078.8	052.500000	+00.000000	170	
+01093.739990	+35.844093	+128.619217	+06.466803	+13.350000	078.6	052.299999	+00.000000	171	
+01097.849976	+35.844067	+128.619095	+06.473979	+13.330000	078.6	052.200001	+00.000000	172	
+01103.400024	+35.844032	+128.618958	+06.467854	+13.300000	078.7	052.000000	+00.000000	173	
+01109.229980	+35.844017	+128.618881	+06.461509	+13.280000	078.5	051.700001	+00.000000	174	
+01114.739990	+35.844028	+128.618805	+06.455732	+13.230000	078.5	051.400002	+00.000000	175	
+01121.170044	+35.844074	+128.618744	+06.453175	+13.180000	078.4	051.400002	+00.000000	176	
+01128.040039	+35.844074	+128.618729	+06.424921	+13.150000	078.1	051.099998	+00.000000	177	
+01133.600098	+35.844002	+128.618683	+06.370597	+13.075000	077.7	051.099998	+00.000000	178	
+01139.160034	+35.843929	+128.618622	+06.336607	+13.000000	077.3	051.099998	+00.000000	179	
+01146.630005	+35.843941	+128.618500	+06.377155	+12.930000	076.9	050.599998	+00.000000	180	
+01148.660034	+35.844009	+128.618439	+06.421638	+12.910000	076.8	050.299999	+00.000000	181	
+01154.859985	+35.844063	+128.618439	+06.454045	+12.900000	076.9	050.400002	+00.000000	182	
+01163.410034	+35.844040	+128.618393	+06.437527	+12.810000	076.8	050.200001	+00.000000	183	
+01165.339966	+35.843975	+128.618271	+06.445613	+12.780000	076.8	050.400002	+00.000000	184	
+01173.969971	+35.843914	+128.618149	+06.462147	+12.730000	076.9	050.500000	+00.000000	185	
+01181.739990	+35.843899	+128.618103	+06.476006	+12.680000	077.0	050.700001	+00.000000	186	
+01184.949951	+35.843933	+128.618118	+06.488198	+12.610000	077.2	050.799999	+00.000000	187	
+01191.680054	+35.843994	+128.618042	+06.528570	+12.560000	077.1	051.000000	+00.000000	188	
+01197.020020	+35.843960	+128.617905	+06.576934	+12.560000	076.9	051.099998	+00.000000	189	
+01202.959961	+35.843864	+128.617844	+06.631368	+12.480000	076.9	051.299999	+00.000000	190	
+01209.069946	+35.843834	+128.617859	+06.633599	+12.390000	077.0	051.400002	+00.000000	191	
+01212.900024	+35.843899	+128.617844	+06.642824	+12.340000	077.4	051.599998	+00.000000	192	
+01221.229980	+35.843925	+128.617722	+06.662723	+12.290000	077.4	051.599998	+00.000000	193	
+01225.189941	+35.843864	+128.617569	+06.684301	+12.290000	077.0	051.500000	+00.000000	194	
+01228.359985	+35.843781	+128.617493	+06.710353	+12.260000	076.7	051.700001	+00.000000	195	
+01235.119995	+35.843731	+128.617401	+06.730703	+12.210000	076.6	051.000000	+00.000000	196	
+01241.160034	+35.843754	+128.617294	+06.753308	+12.140000	076.5	050.900002	+00.000000	197	
+01246.579956	+35.843815	+128.617233	+06.765654	+12.140000	076.5	051.099998	+00.000000	198	
+01253.640015	+35.843830	+128.617218	+06.779159	+12.110000	076.4	051.299999	+00.000000	199	
+01258.170044	+35.843769	+128.617218	+06.823780	+12.040000	076.2	051.200001	+00.000000	200	
+01264.189941	+35.843685	+128.617126	+06.854985	+11.970000	076.1	051.400002	+00.000000	201	
+01271.040039	+35.843655	+128.617004	+06.913507	+11.890000	076.0	049.599998	+00.000000	202	
+01274.939941	+35.843704	+128.616867	+06.964466	+11.870000	075.6	050.200001	+00.000000	203	
+01280.430054	+35.843754	+128.616837	+06.997019	+11.890000	075.5	050.099998	+00.000000	204	
+01287.040039	+35.843735	+128.616837	+07.024299	+11.800000	075.9	050.400002	+00.000000	205	
+01291.569946	+35.843662	+128.616791	+07.047937	+11.750000	076.2	050.599998	+00.000000	206	
+01296.270020	+35.843578	+128.616684	+07.054937	+11.700000	076.3	050.500000	+00.000000	207	
+01300.770020	+35.843540	+128.616562	+07.023409	+11.650000	076.4	050.000000	+00.000000	208	
+01303.979980	+35.843559	+128.616440	+06.999828	+11.650000	076.6	050.200001	+00.000000	209	
+01310.170044	+35.843594	+128.616348	+06.970648	+11.620000	077.0	050.099998	+00.000000	210	
+01317.709961	+35.843575	+128.616302	+06.922253	+11.570000	077.4	049.799999	+00.000000	211	
+01323.390015	+35.843517	+128.616257	+06.882119	+11.500000	077.6	050.099998	+00.000000	212	
+01331.359985	+35.843502	+128.616226	+06.821198	+11.380000	077.8	050.299999	+00.000000	213	
+01335.609985	+35.843540	+128.616150	+06.762384	+11.310000	078.1	050.599998	+00.000000	214	
+01340.810059	+35.843563	+128.616013	+06.706400	+11.280000	078.5	050.700001	+00.000000	215	
+01346.439941	+35.843491	+128.615891	+06.656099	+11.280000	078.6	050.799999	+00.000000	216	
+01351.910034	+35.843414	+128.615860	+06.596941	+11.210000	079.0	051.000000	+00.000000	217	
+01357.275024	+35.843445	+128.615845	+06.548502	+11.210000	079.2	047.049999	+00.000000	218	
+01362.640015	+35.843475	+128.615829	+06.557496	+11.210000	079.4	043.099998	+00.000000	219	
+01370.949951	+35.843494	+128.615677	+06.595399	+11.210000	079.7	042.700001	+00.000000	220	
+01377.380005	+35.843437	+128.615570	+06.622278	+11.110000	080.1	044.700001	+00.000000	221	
+01379.390015	+35.843369	+128.615524	+06.617233	+11.090000	080.8	042.000000	+00.000000	222	
+01385.114990	+35.843330	+128.615479	+06.591029	+11.075001	081.7	041.599998	+00.000000	223	
+01390.839966	+35.843288	+128.615433	+06.550622	+11.060000	082.7	041.200001	+00.000000	224	
+01394.630005	+35.843307	+128.615295	+06.518241	+11.020000	083.5	040.799999	+00.000000	225	
+01400.010010	+35.843365	+128.615158	+06.477673	+11.040000	083.8	040.700001	+00.000000	226	
+01404.939941	+35.843399	+128.615128	+06.461063	+11.010000	084.3	040.500000	+00.000000	227	
+01408.369995	+35.843369	+128.615158	+06.464971	+10.970000	084.7	040.000000	+00.000000	228	
+01414.050049	+35.843311	+128.615112	+06.476105	+10.920000	085.5	039.900002	+00.000000	229	
+01419.250000	+35.843296	+128.615051	+06.451145	+10.920000	086.2	038.500000	+00.000000	230	
+01423.060059	+35.843330	+128.615005	+06.409095	+10.870000	087.0	038.299999	+00.000000	231	
+01430.160034	+35.843369	+128.614975	+06.387892	+10.820000	087.7	038.099998	+00.000000	232	
+01438.520020	+35.843369	+128.614914	+06.404960	+10.750000	088.1	036.900002	+00.000000	233	
+01444.400024	+35.843342	+128.614777	+06.427671	+10.700000	088.5	036.299999	+00.000000	234	
+01451.089966	+35.843288	+128.614685	+06.468891	+10.680000	088.9	035.900002	+00.000000	235	
+01454.739990	+35.843281	+128.614685	+06.501300	+10.630000	089.5	035.900002	+00.000000	236	
+01459.030029	+35.843342	+128.614685	+06.513292	+10.560000	090.4	035.599998	+00.000000	237	
+01464.079956	+35.843399	+128.614563	+06.513307	+10.530000	091.4	035.400002	+00.000000	238	
+01471.239990	+35.843384	+128.614410	+06.498052	+10.560000	092.4	036.099998	+00.000000	239	
+01475.680054	+35.843315	+128.614365	+06.477676	+10.560000	093.1	035.799999	+00.000000	240	
+01481.280029	+35.843288	+128.614380	+06.488660	+10.510000	093.5	035.700001	+00.000000	241	
+01488.969971	+35.843334	+128.614319	+06.493906	+10.460000	094.0	035.400002	+00.000000	242	
+01489.569946	+35.843376	+128.614182	+06.491934	+10.440000	094.6	035.500000	+00.000000	243	
+01494.310059	+35.843399	+128.614014	+06.491737	+10.460000	095.2	035.299999	+00.000000	244	
+01501.380005	+35.843418	+128.613937	+06.520928	+10.460000	095.7	035.200001	+00.000000	245	
+01506.800049	+35.843449	+128.613937	+06.561141	+10.410000	096.1	034.900002	+00.000000	246	
+01513.969971	+35.843475	+128.613922	+06.611254	+10.340000	096.2	034.500000	+00.000000	247	
+01520.939941	+35.843452	+128.613876	+06.679328	+10.310000	096.1	034.299999	+00.000000	248	
+01523.780029	+35.843399	+128.613815	+06.725085	+10.270000	096.3	034.000000	+00.000000	249	
+01528.430054	+35.843342	+128.613708	+06.757847	+10.220000	096.7	033.799999	+00.000000	250	
+01533.550049	+35.843334	+128.613602	+06.814365	+10.190000	097.4	033.700001	+00.000000	251	
+01539.160034	+35.843376	+128.613480	+06.864400	+10.190000	098.1	033.799999	+00.000000	252	
+01542.949951	+35.843414	+128.613403	+06.902753	+10.190000	098.5	034.099998	+00.000000	253	
+01547.670044	+35.843449	+128.613327	+06.937024	+10.150000	098.9	034.299999	+00.000000	254	
+01551.880005	+35.843475	+128.613251	+06.988710	+10.120000	099.5	034.500000	+00.000000	255	
+01556.660034	+35.843506	+128.613159	+07.016881	+10.070000	100.2	034.500000	+00.000000	256	
+01562.949951	+35.843525	+128.613022	+07.009542	+10.030000	101.0	035.299999	+00.000000	257	
+01570.660034	+35.843529	+128.612930	+06.956281	+10.000000	101.9	037.599998	+00.000000	258	
+01577.880005	+35.843552	+128.612885	+06.908191	+09.930000	102.5	038.400002	+00.000000	259	
+01582.430054	+35.843586	+128.612885	+06.910824	+09.880000	102.8	038.599998	+00.000000	260	
+01588.010010	+35.843571	+128.612869	+06.931567	+09.830000	103.0	038.799999	+00.000000	261	
+01592.819946	+35.843510	+128.612778	+06.943574	+09.740000	103.1	038.900002	+00.000000	262	
+01598.079956	+35.843506	+128.612625	+06.951185	+09.670000	103.3	038.799999	+00.000000	263	
+01604.189941	+35.843563	+128.612488	+06.946480	+09.640000	103.8	038.799999	+00.000000	264	
+01607.630005	+35.843620	+128.612427	+06.921644	+09.670000	104.1	038.500000	+00.000000	265	
+01613.069946	+35.843662	+128.612427	+06.858513	+09.640000	104.4	038.400002	+00.000000	266	
+01620.099976	+35.843655	+128.612381	+06.787327	+09.530000	104.4	038.299999	+00.000000	267	
+01622.939941	+35.843620	+128.612259	+06.724372	+09.480000	104.4	038.299999	+00.000000	268	
+01626.900024	+35.843605	+128.612091	+06.690816	+09.430000	104.5	038.400002	+00.000000	269	
+01634.859985	+35.843628	+128.611984	+06.666245	+09.430000	104.8	038.400002	+00.000000	270	
+01642.619995	+35.843651	+128.611938	+06.611177	+09.410000	105.2	038.500000	+00.000000	271	
+01647.650024	+35.843670	+128.611923	+06.533725	+09.340000	105.4	038.500000	+00.000000	272	
+01650.910034	+35.843712	+128.611923	+06.437291	+09.290000	105.3	038.500000	+00.000000	273	
+01655.489990	+35.843781	+128.611877	+06.328004	+09.250000	105.1	038.500000	+00.000000	274	
+01661.060059	+35.843834	+128.611786	+06.242328	+09.220000	104.8	038.599998	+00.000000	275	
+01665.890015	+35.843872	+128.611694	+06.172373	+09.200000	104.7	038.299999	+00.000000	276	
+01670.760010	+35.843884	+128.611557	+06.091532	+09.240000	104.8	038.400002	+00.000000	277	
+01678.150024	+35.843880	+128.611465	+05.994298	+09.270000	104.7	038.400002	+00.000000	278	
+01684.619995	+35.843906	+128.611404	+05.886621	+09.220000	104.4	038.500000	+00.000000	279	
+01688.670044	+35.843967	+128.611420	+05.796871	+09.200000	103.8	038.599998	+00.000000	280	
+01696.449951	+35.843975	+128.611420	+05.684731	+09.120000	103.3	038.599998	+00.000000	281	
+01700.069946	+35.843925	+128.611328	+05.576818	+09.050000	103.1	038.700001	+00.000000	282	
